Chromosome	Position(bp)	Rate(cM/Mb)
chrX	2998694	4.707459
chrX	3002849	3.9747820000000003
chrX	3004025	3.971514
chrX	3010514	3.979256
chrX	3013503	3.214168
chrX	3016390	3.214168
chrX	3019129	1.199976
chrX	3019707	1.199976
chrX	3019951	0.530525
chrX	3020899	0.530525
chrX	3022086	0.529105
chrX	3022853	0.449984
chrX	3022867	0.45114200000000004
chrX	3024068	0.451142
chrX	3024945	0.44959
chrX	3026496	0.44959
chrX	3026758	0.488532
chrX	3033393	0.488532
chrX	3033890	0.505314
chrX	3035542	0.505314
chrX	3039241	0.505314
chrX	3040038	0.505314
chrX	3040259	0.546605
chrX	3041820	0.611789
chrX	3043658	0.611789
chrX	3044666	0.611789
chrX	3047125	0.611789
chrX	3048180	0.611789
chrX	3048965	0.614051
chrX	3049015	0.631213
chrX	3057364	0.617873
chrX	3057916	0.616961
chrX	3058065	0.613722
chrX	3067631	0.613676
chrX	3070368	0.613677
chrX	3077036	0.613677
chrX	3078121	0.613703
chrX	3078418	0.613703
chrX	3079028	23.102283
chrX	3081100	14.458189
chrX	3083225	14.463942
chrX	3084178	1.09157
chrX	3084646	0.897692
chrX	3086602	0.849538
chrX	3087201	0.838057
chrX	3089439	0.838363
chrX	3090319	23.114912
chrX	3092459	27.90496
chrX	3094364	15.30089
chrX	3094991	0.36641
chrX	3099029	0.366417
chrX	3101073	0.366425
chrX	3101424	0.366425
chrX	3101833	0.366425
chrX	3102135	0.366425
chrX	3102257	0.36644
chrX	3102308	1.258843
chrX	3103757	1.258842
chrX	3105266	1.2588279999999998
chrX	3105324	1.258829
chrX	3107133	1.258885
chrX	3107547	1.258877
chrX	3110219	1.259125
chrX	3110248	1.259698
chrX	3110344	1.7452130000000001
chrX	3110364	2.040263
chrX	3110586	9.478781
chrX	3111077	9.478944
chrX	3111308	9.478944
chrX	3111344	9.534028
chrX	3111440	18.245415
chrX	3111964	18.245415
chrX	3112362	18.284007
chrX	3112385	18.314706
chrX	3112836	18.314706
chrX	3114527	15.418234
chrX	3114840	2.567422
chrX	3115443	2.555462
chrX	3118195	2.829861
chrX	3118846	6.152703
chrX	3127824	6.078305
chrX	3131427	5.989016
chrX	3146995	4.116262
chrX	3147463	4.103633
chrX	3148084	4.103393
chrX	3148100	4.103308
chrX	3148464	0.32806
chrX	3151351	0.328089
chrX	3152141	0.327791
chrX	3155630	0.32784
chrX	3158877	0.327964
chrX	3164305	0.329985
chrX	3166735	0.332182
chrX	3166744	0.332246
chrX	3167423	0.354881
chrX	3168353	3.0401670000000003
chrX	3176265	4.00434
chrX	3185277	3.982405
chrX	3186185	3.9824049999999995
chrX	3188638	3.9726720000000006
chrX	3190710	3.972689
chrX	3192289	3.97255
chrX	3193037	3.440956
chrX	3195223	2.275811
chrX	3198747	0.925491
chrX	3199647	0.730447
chrX	3202351	0.731453
chrX	3202739	0.738604
chrX	3203361	0.738421
chrX	3206420	0.735903
chrX	3207846	8.360604
chrX	3208302	8.523351
chrX	3208901	10.646238
chrX	3209190	10.646238
chrX	3209281	10.890812
chrX	3209387	10.365493
chrX	3209441	9.249537
chrX	3209794	1.362411
chrX	3211104	6.440592
chrX	3211244	0.823127
chrX	3211455	0.821321
chrX	3211600	0.404312
chrX	3211712	0.216647
chrX	3212582	0.216525
chrX	3212759	0.216124
chrX	3213167	0.220418
chrX	3213297	0.222308
chrX	3213770	0.22842899999999997
chrX	3215168	0.24775499999999998
chrX	3215447	0.292463
chrX	3215692	3.98551
chrX	3215919	0.266164
chrX	3216573	0.265236
chrX	3217253	0.248418
chrX	3217826	0.232175
chrX	3217957	0.221702
chrX	3218113	0.213269
chrX	3218395	0.206618
chrX	3219363	0.47951699999999997
chrX	3219409	2.062881
chrX	3219543	6.775194
chrX	3219650	7.354769
chrX	3219787	7.54997
chrX	3220318	0.586134
chrX	3220866	0.583586
chrX	3220921	0.581205
chrX	3221022	0.578908
chrX	3221913	0.582467
chrX	3222274	0.584467
chrX	3222677	0.585738
chrX	3222872	0.58848
chrX	3222887	0.591237
chrX	3222951	0.594842
chrX	3223543	0.688343
chrX	3224139	0.728878
chrX	3224334	7.375088
chrX	3224442	14.962125
chrX	3224474	24.585074
chrX	3225357	37.027965
chrX	3225615	41.161482
chrX	3225970	38.842207
chrX	3226720	16.874893
chrX	3226768	0.372733
chrX	3227524	0.36566
chrX	3227783	0.365611
chrX	3229694	0.397634
chrX	3230047	0.412374
chrX	3230279	0.437379
chrX	3231007	0.6426469999999999
chrX	3231817	10.888938
chrX	3232030	22.71109
chrX	3232708	22.788877
chrX	3232740	1.942429
chrX	3233045	1.257306
chrX	3233078	0.9731470000000001
chrX	3233370	0.952294
chrX	3235041	0.158603
chrX	3235433	0.076738
chrX	3237100	0.078371
chrX	3238046	0.316739
chrX	3240082	0.23575300000000002
chrX	3240362	0.080791
chrX	3242209	1.9202930000000002
chrX	3242357	1.974597
chrX	3242497	1.994681
chrX	3242944	2.058721
chrX	3242987	2.058721
chrX	3243080	2.085795
chrX	3243352	0.381471
chrX	3245002	0.384272
chrX	3247027	0.47529
chrX	3247604	0.756307
chrX	3248991	1.926714
chrX	3249061	4.550944
chrX	3250355	0.614082
chrX	3251648	0.474783
chrX	3252849	0.472645
chrX	3254599	0.508895
chrX	3255120	0.910355
chrX	3255340	3.185103
chrX	3255498	4.461869
chrX	3255869	4.460524
chrX	3255964	4.45866
chrX	3256282	4.468533
chrX	3256657	36.657857
chrX	3258451	44.813567
chrX	3258472	23.910912999999997
chrX	3259377	1.061854
chrX	3260388	0.509375
chrX	3263405	0.240836
chrX	3265376	0.239674
chrX	3265466	0.239732
chrX	3266175	3.317905
chrX	3266442	0.11119000000000001
chrX	3267836	0.131473
chrX	3268451	0.171346
chrX	3268611	0.169932
chrX	3271895	0.169932
chrX	3271963	0.169911
chrX	3272256	0.169886
chrX	3276090	3.140987
chrX	3276289	0.110192
chrX	3276411	0.016405
chrX	3277989	0.016566
chrX	3278515	0.0169
chrX	3280746	0.017242
chrX	3280904	0.017376
chrX	3281392	0.017396
chrX	3282093	0.017655
chrX	3288307	0.82943
chrX	3290071	0.623977
chrX	3290296	4.461425
chrX	3290978	5.146834
chrX	3294782	0.58815
chrX	3295870	0.001486
chrX	3296925	0.001486
chrX	3297784	0.001479
chrX	3297919	0.001479
chrX	3298076	0.001479
chrX	3298181	0.001477
chrX	3298243	0.001477
chrX	3298285	0.001477
chrX	3298340	0.001477
chrX	3298524	0.001477
chrX	3298682	0.001477
chrX	3298867	0.001477
chrX	3299138	0.001477
chrX	3300311	0.001477
chrX	3300567	0.0014769999999999998
chrX	3300773	0.001477
chrX	3301000	0.001477
chrX	3301088	0.001477
chrX	3301302	0.001477
chrX	3301496	0.001477
chrX	3301764	0.001477
chrX	3301905	0.0014769999999999998
chrX	3302630	0.001477
chrX	3302678	0.0014869999999999998
chrX	3302702	0.0014870000000000003
chrX	3302880	0.001487
chrX	3303016	0.017408
chrX	3303097	1.224278
chrX	3303200	1.224278
chrX	3303783	0.01013
chrX	3304251	0.010130000000000002
chrX	3305115	0.010197
chrX	3305684	0.010263
chrX	3305845	4.328426
chrX	3306216	0.846299
chrX	3306419	0.8227379999999999
chrX	3306589	0.880255
chrX	3307167	0.880623
chrX	3307226	0.88066
chrX	3307685	0.880665
chrX	3307756	0.690591
chrX	3307918	0.531533
chrX	3307958	0.414378
chrX	3307987	0.324445
chrX	3308097	0.302692
chrX	3308493	0.303827
chrX	3308512	0.312121
chrX	3308650	0.316279
chrX	3310055	1.340641
chrX	3311993	0.464317
chrX	3313809	0.580584
chrX	3314063	0.693385
chrX	3315071	1.079398
chrX	3315813	1.10624
chrX	3317052	1.106265
chrX	3317683	1.087133
chrX	3318998	1.01753
chrX	3319073	0.919874
chrX	3319543	0.851034
chrX	3319610	0.797206
chrX	3320692	0.80488
chrX	3321235	0.811313
chrX	3322302	0.811316
chrX	3323009	0.804285
chrX	3323215	1.004089
chrX	3323243	1.922425
chrX	3323276	2.985933
chrX	3323395	2.98442
chrX	3323750	0.909722
chrX	3327163	0.857234
chrX	3333421	0.174982
chrX	3336566	0.22728
chrX	3340064	1.007792
chrX	3343098	1.007921
chrX	3344529	0.565961
chrX	3349010	0.56689
chrX	3350020	0.566951
chrX	3353808	1.311176
chrX	3357965	0.99931
chrX	3358177	0.822962
chrX	3360988	0.548384
chrX	3361900	0.44992
chrX	3362897	0.447347
chrX	3364359	0.428508
chrX	3365118	0.4161230000000001
chrX	3367633	0.415158
chrX	3368910	0.4166099999999999
chrX	3370616	5.509265
chrX	3371291	0.119239
chrX	3372275	0.9039759999999999
chrX	3372600	0.85349
chrX	3372967	0.099609
chrX	3373183	0.05203
chrX	3373246	0.028952
chrX	3373766	0.028670000000000005
chrX	3374125	0.02867
chrX	3374184	0.028501
chrX	3374466	0.028468
chrX	3374610	0.029046
chrX	3374680	0.029602999999999997
chrX	3374706	0.031899
chrX	3374771	0.047122
chrX	3374857	0.156844
chrX	3374984	0.8915309999999999
chrX	3376174	5.335807000000001
chrX	3377013	11.233325
chrX	3377094	12.670704
chrX	3377154	27.259833
chrX	3378029	13.748366
chrX	3378253	4.041552
chrX	3378682	4.039525
chrX	3378816	0.722018
chrX	3379156	0.317872
chrX	3380180	0.317556
chrX	3380284	0.317652
chrX	3380779	0.313261
chrX	3380893	0.308552
chrX	3382918	0.298839
chrX	3384002	3.03356
chrX	3386722	0.266087
chrX	3389324	0.275908
chrX	3390173	0.295325
chrX	3391723	0.325139
chrX	3392297	0.339687
chrX	3392838	0.345967
chrX	3393400	0.349949
chrX	3393438	0.353846
chrX	3393680	0.354735
chrX	3394371	0.388049
chrX	3395418	0.465298
chrX	3395823	0.683624
chrX	3396053	0.9941660000000001
chrX	3398449	1.022598
chrX	3398810	1.582642
chrX	3400146	0.989386
chrX	3401406	0.796095
chrX	3403027	0.322102
chrX	3403387	0.311808
chrX	3404625	0.448016
chrX	3404861	0.511948
chrX	3405124	0.528126
chrX	3405195	0.548082
chrX	3406255	0.552216
chrX	3406980	2.061248
chrX	3407505	0.402703
chrX	3407572	0.084984
chrX	3409917	0.085222
chrX	3412983	0.090631
chrX	3414186	0.08833399999999998
chrX	3414919	0.095416
chrX	3415014	0.104575
chrX	3415910	0.081827
chrX	3415974	0.06887
chrX	3418429	0.182211
chrX	3418442	0.304928
chrX	3419557	0.378127
chrX	3419917	0.462012
chrX	3420305	0.49025
chrX	3420430	0.52944
chrX	3421272	1.703181
chrX	3421561	2.378352
chrX	3424513	1.265132
chrX	3424795	0.619539
chrX	3427504	0.779225
chrX	3430104	3.9319180000000005
chrX	3431221	4.028597
chrX	3433458	1.432773
chrX	3438229	1.42967
chrX	3438498	1.429531
chrX	3438607	1.426203
chrX	3441527	6.243942
chrX	3441813	7.178358
chrX	3442364	9.419588
chrX	3444478	9.848632
chrX	3444892	1.225722
chrX	3445780	0.43640699999999993
chrX	3446149	0.130484
chrX	3448220	0.126824
chrX	3448610	0.125819
chrX	3448639	0.125749
chrX	3449299	0.12648
chrX	3449402	0.12671
chrX	3451314	0.132198
chrX	3451839	0.142196
chrX	3454227	0.144609
chrX	3454740	0.238812
chrX	3454933	1.809747
chrX	3455173	1.06986
chrX	3455501	0.29602
chrX	3455708	0.257865
chrX	3456570	0.258862
chrX	3456599	0.259472
chrX	3458100	0.266352
chrX	3458263	0.273185
chrX	3460018	0.301588
chrX	3461118	0.364137
chrX	3461900	0.673856
chrX	3463302	1.061638
chrX	3463471	7.494855
chrX	3467614	7.494855
chrX	3467830	7.494855
chrX	3468185	7.482267
chrX	3468558	2.241604
chrX	3471378	1.591688
chrX	3471471	0.794127
chrX	3472011	0.777023
chrX	3472404	0.387773
chrX	3475526	0.180841
chrX	3476391	0.148327
chrX	3476702	0.132611
chrX	3477501	0.127819
chrX	3479069	0.121751
chrX	3482452	0.118685
chrX	3484490	0.11673500000000002
chrX	3484638	0.11476900000000001
chrX	3486051	0.113554
chrX	3491296	0.122452
chrX	3491936	0.121961
chrX	3492628	0.190627
chrX	3492787	0.267783
chrX	3495074	0.270863
chrX	3496669	0.278081
chrX	3497206	0.297701
chrX	3497669	0.340912
chrX	3498111	0.413982
chrX	3498294	0.413981
chrX	3498397	0.526421
chrX	3499212	0.586138
chrX	3499332	0.641803
chrX	3499504	0.721273
chrX	3501947	1.147008
chrX	3504088	8.387585
chrX	3505133	2.107554
chrX	3509030	2.03391
chrX	3512405	2.03369
chrX	3517358	0.37461500000000003
chrX	3517568	0.165253
chrX	3518052	0.125861
chrX	3520904	0.125989
chrX	3521545	0.125989
chrX	3523023	0.126242
chrX	3523077	0.126766
chrX	3523607	0.126959
chrX	3525735	0.126959
chrX	3527652	0.231141
chrX	3527805	0.342854
chrX	3528673	0.455154
chrX	3529119	0.546024
chrX	3529721	1.450361
chrX	3530339	1.20873
chrX	3531488	26.034287
chrX	3534231	25.410195000000005
chrX	3535643	1.276195
chrX	3538059	1.154063
chrX	3538071	0.566515
chrX	3539019	0.559078
chrX	3539230	0.559298
chrX	3540307	0.564512
chrX	3540776	0.570994
chrX	3541293	0.600275
chrX	3541760	1.238128
chrX	3542048	1.566274
chrX	3543198	0.23753399999999997
chrX	3545490	0.183443
chrX	3546033	0.171294
chrX	3549222	0.20463
chrX	3549683	0.277396
chrX	3551002	1.476877
chrX	3561324	1.806666
chrX	3567544	1.7865339999999998
chrX	3568248	0.596907
chrX	3569709	0.596292
chrX	3571114	0.597692
chrX	3572746	0.607429
chrX	3573178	0.620431
chrX	3573289	0.636406
chrX	3574381	0.659368
chrX	3574772	0.685758
chrX	3577172	1.619258
chrX	3577488	1.891985
chrX	3577986	0.70764
chrX	3579045	0.698899
chrX	3580516	0.9147219999999999
chrX	3582957	0.925365
chrX	3583637	0.924713
chrX	3587412	0.9750029999999998
chrX	3592236	1.003123
chrX	3599710	1.463136
chrX	3599720	1.9142669999999997
chrX	3599895	2.845442
chrX	3600335	4.79919
chrX	3600436	6.603734
chrX	3601858	6.870518
chrX	3606268	7.432299000000001
chrX	3612471	7.450423
chrX	3614834	7.469571
chrX	3618994	6.570134999999999
chrX	3620536	6.569835
chrX	3620657	6.609082
chrX	3621029	6.623731
chrX	3621207	6.661772999999999
chrX	3622486	7.112842
chrX	3624034	7.301924
chrX	3624069	9.216226
chrX	3635040	8.955164
chrX	3637261	8.843256
chrX	3637491	8.754802
chrX	3638293	8.685556
chrX	3643053	8.686466
chrX	3643555	6.560594
chrX	3651304	3.545825
chrX	3651318	0.930477
chrX	3653460	0.967746
chrX	3656497	1.192087
chrX	3656523	1.3784549999999998
chrX	3656756	1.421755
chrX	3657775	1.595843
chrX	3661547	1.634772
chrX	3661816	1.665103
chrX	3662261	1.725266
chrX	3663201	1.7257949999999997
chrX	3664662	1.702857
chrX	3665991	1.698485
chrX	3668365	1.715757
chrX	3668602	1.7168619999999999
chrX	3670539	1.7222410000000001
chrX	3672982	1.729078
chrX	3675315	1.7412399999999997
chrX	3675618	1.746881
chrX	3677536	1.737698
chrX	3677786	1.707055
chrX	3680100	1.625445
chrX	3680594	1.582905
chrX	3680653	1.531822
chrX	3681870	1.45657
chrX	3682137	1.350219
chrX	3682260	1.23114
chrX	3682591	1.113037
chrX	3683950	1.099677
chrX	3684490	1.094951
chrX	3685474	5.020745
chrX	3685675	5.102182
chrX	3685693	5.172612
chrX	3686380	5.174767
chrX	3687213	5.178321
chrX	3689348	16.153346
chrX	3690026	16.453051
chrX	3691029	16.453051
chrX	3694013	16.448467
chrX	3694040	16.448467
chrX	3700091	16.424187
chrX	3701483	16.29971
chrX	3705144	14.079847000000001
chrX	3706646	8.621303
chrX	3707155	8.07865
chrX	3708888	8.086961
chrX	3710386	6.28839
chrX	3710801	3.706119
chrX	3713920	3.683186
chrX	3714346	3.659354
chrX	3717498	3.654847
chrX	3717514	3.653231
chrX	3723444	3.610956
chrX	3725229	3.364577
chrX	3728376	3.073203
chrX	3728444	2.8043320000000005
chrX	3730245	2.81451
chrX	3730313	2.825354
chrX	3731769	2.7873379999999996
chrX	3731861	2.751774
chrX	3735545	1.152299
chrX	3737846	0.910117
chrX	3737945	0.678956
chrX	3738764	0.629131
chrX	3738848	0.56281
chrX	3738925	0.538718
chrX	3739450	0.536931
chrX	3742065	0.616049
chrX	3742374	0.79804
chrX	3743254	0.7972350000000001
chrX	3746033	11.914422
chrX	3746598	12.520544
chrX	3747848	12.505461
chrX	3748018	12.340968
chrX	3748112	12.306526
chrX	3748693	11.474336
chrX	3749325	11.401754999999998
chrX	3749511	7.381991000000001
chrX	3750252	6.860921
chrX	3750305	6.514602
chrX	3751083	6.533597
chrX	3753097	7.207116000000001
chrX	3753858	7.187201
chrX	3755321	7.0578199999999995
chrX	3755340	6.27667
chrX	3757670	1.192567
chrX	3758969	1.191534
chrX	3759853	1.175468
chrX	3760123	1.169681
chrX	3760275	1.166124
chrX	3760700	1.167064
chrX	3761026	0.603096
chrX	4035289	0.809218
chrX	4035677	0.755017
chrX	4035909	0.513585
chrX	4036633	0.46045499999999995
chrX	4036931	0.418401
chrX	4037616	0.406099
chrX	4038125	0.394573
chrX	4038405	0.384225
chrX	4038899	0.38982
chrX	4040557	0.366143
chrX	4041744	1.24503
chrX	4042539	2.515796
chrX	4043992	1.613863
chrX	4044887	0.004648
chrX	4045053	0.004458
chrX	4047435	0.00427
chrX	4047700	0.004206
chrX	4049008	0.004206
chrX	4049194	0.004206
chrX	4049550	0.004206
chrX	4050413	0.004206
chrX	4050565	0.004205
chrX	4051512	2.385723
chrX	4051577	2.484755
chrX	4051768	0.00733
chrX	4051838	0.001785
chrX	4051900	0.001449
chrX	4052075	0.001449
chrX	4052634	0.001446
chrX	4052947	0.001438
chrX	4053578	0.001439
chrX	4053598	0.001434
chrX	4055702	0.001434
chrX	4055819	0.001434
chrX	4057467	0.001434
chrX	4057510	0.001433
chrX	4057773	0.001433
chrX	4057939	0.001433
chrX	4058979	0.001433
chrX	4059456	0.001433
chrX	4059974	0.001433
chrX	4060013	0.001433
chrX	4060183	0.001433
chrX	4060510	0.001433
chrX	4061067	0.001433
chrX	4061383	0.001433
chrX	4061411	0.001433
chrX	4061592	0.001433
chrX	4061661	0.001433
chrX	4061961	0.001433
chrX	4062978	0.001433
chrX	4063009	0.001436
chrX	4063320	0.001443
chrX	4063580	0.005607
chrX	4063695	0.200176
chrX	4064089	0.875261
chrX	4064233	2.613717
chrX	4064734	0.240822
chrX	4064817	0.161158
chrX	4065088	0.161536
chrX	4065709	0.161862
chrX	4065825	0.162078
chrX	4068615	0.162001
chrX	4069714	0.161881
chrX	4070632	0.161801
chrX	4070913	0.161793
chrX	4071981	0.161768
chrX	4072837	0.161821
chrX	4073985	0.161676
chrX	4074330	0.297635
chrX	4075170	0.299619
chrX	4075470	0.261194
chrX	4075827	0.690422
chrX	4076467	0.197944
chrX	4076916	0.134107
chrX	4076964	0.134107
chrX	4077191	0.103279
chrX	4080000	0.103423
chrX	4081917	0.43094699999999997
chrX	4081928	0.750292
chrX	4082212	0.75406
chrX	4082591	0.843366
chrX	4082728	1.221537
chrX	4084000	1.252168
chrX	4084496	1.332143
chrX	4084508	1.441641
chrX	4084853	2.07922
chrX	4085973	2.118892
chrX	4086485	1.813525
chrX	4086789	42.32981899999999
chrX	4087003	0.534833
chrX	4088839	0.536835
chrX	4088983	4.325246
chrX	4089111	0.355089
chrX	4090222	0.249025
chrX	4090727	0.163615
chrX	4091203	0.143604
chrX	4091446	0.140176
chrX	4093632	0.140202
chrX	4094498	0.140139
chrX	4094656	0.139972
chrX	4095564	0.139671
chrX	4096220	0.139586
chrX	4096246	0.139586
chrX	4098441	0.145206
chrX	4099933	0.212196
chrX	4100572	0.307763
chrX	4102689	0.320012
chrX	4104166	0.330593
chrX	4105210	0.336867
chrX	4105603	0.503845
chrX	4107797	0.618104
chrX	4108110	1.051567
chrX	4108830	0.940017
chrX	4108924	0.9378610000000001
chrX	4109678	0.829416
chrX	4111532	0.829405
chrX	4111659	0.8394319999999998
chrX	4112308	1.307195
chrX	4113897	1.174728
chrX	4114430	0.955467
chrX	4114944	0.932495
chrX	4116132	0.788223
chrX	4119422	0.399792
chrX	4120397	0.695883
chrX	4123250	0.636111
chrX	4124651	0.20018800000000003
chrX	4125937	0.202249
chrX	4125980	0.20561300000000002
chrX	4126898	0.25438
chrX	4127073	0.330914
chrX	4127504	0.556805
chrX	4127524	1.193226
chrX	4128090	0.566003
chrX	4128535	0.556945
chrX	4129252	0.558553
chrX	4130406	0.562542
chrX	4131408	0.576488
chrX	4131545	0.8327
chrX	4132144	5.048047
chrX	4132418	2.535603
chrX	4132436	0.567471
chrX	4133258	0.567682
chrX	4134502	0.196594
chrX	4134685	5.45017
chrX	4134831	0.170035
chrX	4135461	0.086131
chrX	4137955	0.190846
chrX	4140189	0.190903
chrX	4140344	0.155777
chrX	4140380	0.109717
chrX	4141325	0.086802
chrX	4142561	0.089093
chrX	4147062	0.140464
chrX	4147551	0.272948
chrX	4148702	0.273053
chrX	4153085	0.141732
chrX	4158013	0.176604
chrX	4158090	0.225976
chrX	4158217	0.258847
chrX	4158326	0.296036
chrX	4159118	0.296112
chrX	4159337	0.225422
chrX	4159843	0.167476
chrX	4160727	0.157904
chrX	4162051	0.157849
chrX	4162550	0.473109
chrX	4165138	0.149669
chrX	4165506	0.138456
chrX	4166153	0.138466
chrX	4166847	0.137681
chrX	4168173	0.137701
chrX	4168757	0.137899
chrX	4168832	0.138094
chrX	4169891	0.138532
chrX	4169900	0.138924
chrX	4170504	0.139457
chrX	4171941	0.13955
chrX	4173938	0.137387
chrX	4175625	0.137387
chrX	4176009	0.13637
chrX	4176304	0.13544
chrX	4178742	0.136204
chrX	4180461	0.149002
chrX	4180592	0.163219
chrX	4181660	0.163219
chrX	4186201	0.335846
chrX	4186282	0.449387
chrX	4186525	0.559577
chrX	4187552	0.469528
chrX	4188812	0.215117
chrX	4188869	0.049452
chrX	4189251	0.046046
chrX	4192146	0.052169
chrX	4194276	0.074163
chrX	4194429	0.09474900000000001
chrX	4194772	0.11461800000000001
chrX	4196357	0.118424
chrX	4196651	0.121866
chrX	4196850	0.126008
chrX	4197411	0.123805
chrX	4198611	0.12458
chrX	4199370	0.1234
chrX	4199620	0.122184
chrX	4199711	0.121595
chrX	4200637	0.123128
chrX	4200821	0.127861
chrX	4201601	0.15419
chrX	4201767	0.214906
chrX	4201819	0.301465
chrX	4202648	0.47774
chrX	4203146	0.489805
chrX	4203268	0.504272
chrX	4203532	0.544025
chrX	4203989	0.572016
chrX	4204571	0.537677
chrX	4204803	0.493882
chrX	4204966	0.415208
chrX	4205316	0.248366
chrX	4206155	0.177165
chrX	4207476	1.122062
chrX	4208448	1.118146
chrX	4208558	0.679873
chrX	4209527	0.234293
chrX	4210616	0.234293
chrX	4211040	0.23516600000000001
chrX	4212256	0.235355
chrX	4213488	0.40432100000000004
chrX	4213662	1.829386
chrX	4213928	1.8359489999999998
chrX	4214686	2.603893
chrX	4214734	4.005304
chrX	4215501	2.878846
chrX	4215769	3.120943
chrX	4215799	3.700829
chrX	4215921	7.166437
chrX	4216809	1.842734
chrX	4216979	1.8415109999999997
chrX	4218252	1.8243640000000003
chrX	4218922	0.489457
chrX	4219073	0.122195
chrX	4219121	0.036086
chrX	4219748	0.031081000000000004
chrX	4220088	0.011639
chrX	4220272	0.007633
chrX	4220337	0.004405
chrX	4221019	0.00436
chrX	4221548	0.004281
chrX	4222174	0.00427
chrX	4222199	0.004252
chrX	4222994	0.004227
chrX	4224219	0.004227
chrX	4224302	0.004226
chrX	4224981	0.004226
chrX	4225570	0.004226
chrX	4229270	0.074409
chrX	4229305	0.194611
chrX	4229338	0.342556
chrX	4230660	0.24149899999999996
chrX	4231322	0.021054999999999997
chrX	4231530	0.011383
chrX	4232746	0.012112
chrX	4232853	0.015971
chrX	4232869	0.020643
chrX	4233009	0.03204
chrX	4233045	0.049636999999999994
chrX	4233264	0.049636999999999994
chrX	4233955	0.10809
chrX	4234019	0.184192
chrX	4234783	0.22908799999999999
chrX	4235001	0.24603099999999997
chrX	4235288	0.246036
chrX	4236645	0.170249
chrX	4236691	0.117782
chrX	4237411	0.116596
chrX	4237473	0.115237
chrX	4237545	0.11458
chrX	4238018	1.9096999999999997
chrX	4238354	0.609768
chrX	4238393	0.055794
chrX	4239507	0.055856
chrX	4240309	0.05592400000000001
chrX	4240944	0.05599599999999999
chrX	4240983	0.056934
chrX	4241112	0.05626300000000001
chrX	4241762	0.056551
chrX	4241810	42.073829
chrX	4242075	1.976396
chrX	4242161	1.976578
chrX	4242170	1.9713370000000001
chrX	4242789	0.058577
chrX	4245490	0.291082
chrX	4246022	0.056382
chrX	4248361	0.055849
chrX	4249158	0.055478000000000006
chrX	4249198	0.055131
chrX	4252856	0.055032
chrX	4253137	0.054917
chrX	4254986	0.055141
chrX	4255677	0.066043
chrX	4256257	0.261351
chrX	4256331	0.507237
chrX	4257010	0.496416
chrX	4257463	0.48156999999999994
chrX	4257508	0.463516
chrX	4258143	0.452625
chrX	4258931	0.452662
chrX	4259083	0.375858
chrX	4259144	0.304934
chrX	4259271	0.223456
chrX	4259292	0.68949
chrX	4259364	0.617035
chrX	4261603	0.618054
chrX	4262530	0.301288
chrX	4262657	0.147663
chrX	4263753	4.437884
chrX	4264015	4.980842
chrX	4264367	4.49515
chrX	4264392	3.927653
chrX	4266308	8.630056
chrX	4266536	1.072724
chrX	4266781	0.500111
chrX	4270565	0.12931
chrX	4271700	0.126612
chrX	4271725	0.123247
chrX	4273558	0.123684
chrX	4273754	0.123684
chrX	4274169	0.124404
chrX	4274773	0.125084
chrX	4276155	0.126455
chrX	4276452	0.12971
chrX	4277106	0.133404
chrX	4277581	0.142649
chrX	4278159	1.041033
chrX	4278703	1.319146
