Chromosome	Position(bp)	Rate(cM/Mb)
chr14	19949235	10.324882
chr14	19949329	16.459086
chr14	19949368	31.787997999999998
chr14	19949382	31.787998
chr14	19949394	31.787998000000005
chr14	19949404	31.787998
chr14	19949429	31.781053
chr14	19949516	22.622641
chr14	19949637	22.622641
chr14	19949942	22.623218
chr14	19950330	22.611759
chr14	19951082	19.950456
chr14	19951100	1.4666089999999998
chr14	19951538	1.673183
chr14	19951683	1.800075
chr14	19951710	2.194288
chr14	19951771	2.732257
chr14	19951992	1.90301
chr14	19952105	1.7377220000000002
chr14	19952179	1.597126
chr14	19952228	1.261157
chr14	19952271	0.951771
chr14	19952412	0.865992
chr14	19952526	0.744184
chr14	19952759	2.216432
chr14	19953209	0.659066
chr14	19953230	0.662153
chr14	19953437	0.650044
chr14	19953535	0.646043
chr14	19953756	0.605689
chr14	19953776	0.559322
chr14	19953821	0.489914
chr14	19954095	0.45951499999999995
chr14	19954424	0.45973200000000003
chr14	19954442	0.430744
chr14	19954652	0.170413
chr14	19955706	0.665276
chr14	19955791	2.640791
chr14	19956025	2.624651
chr14	19956147	0.589926
chr14	19956767	0.359481
chr14	19956892	0.629708
chr14	19957012	0.598258
chr14	19957626	0.305835
chr14	19957752	0.004066
chr14	19958261	0.004066
chr14	19958545	0.004008
chr14	19958583	0.003977
chr14	19962233	0.003977
chr14	19964389	0.003977
chr14	19964505	0.003983
chr14	19964642	0.003985
chr14	19964829	0.003985
chr14	19964885	0.003997
chr14	19965798	0.003997
chr14	19966250	0.003997
chr14	19966529	0.008679
chr14	19966683	8.427097
chr14	19969730	12.238197
chr14	19969742	13.323164
chr14	19969853	15.809897
chr14	19970103	16.187322
chr14	19970486	10.667318
chr14	19972714	0.7826569999999999
chr14	19973142	0.8706260000000001
chr14	19975784	0.835708
chr14	19975853	0.841572
chr14	19975867	0.853304
chr14	19976282	0.812322
chr14	19976429	0.760804
chr14	19976448	0.712943
chr14	19976932	0.704875
chr14	19977211	0.459559
chr14	19977399	0.365782
chr14	19977459	0.288199
chr14	19977609	0.254863
chr14	19977746	0.23470300000000002
chr14	19978350	0.22695299999999996
chr14	19980961	0.230804
chr14	19982724	0.23080399999999998
chr14	19984169	0.305443
chr14	19984243	0.38511799999999996
chr14	19984301	0.45955599999999996
chr14	19984452	0.482645
chr14	19984845	0.47570399999999996
chr14	19987148	0.248824
chr14	19988275	0.115931
chr14	19990611	0.083554
chr14	19998665	0.482662
chr14	19998955	0.482646
chr14	19999171	0.48262700000000003
chr14	20001758	0.48349600000000004
chr14	20002240	19.898771
chr14	20006984	19.875886
chr14	20010379	18.730582
chr14	20010604	2.224518
chr14	20011831	0.421788
chr14	20011895	0.171897
chr14	20012388	0.172322
chr14	20012591	0.173518
chr14	20013186	0.173461
chr14	20013277	0.17328
chr14	20014312	0.16936
chr14	20014839	0.161581
chr14	20015468	0.153843
chr14	20015485	0.147918
chr14	20015714	0.1458
chr14	20015883	0.145832
chr14	20016070	0.14567
chr14	20016266	0.145558
chr14	20016581	0.8622709999999999
chr14	20016627	2.00248
chr14	20016858	2.190468
chr14	20017005	5.872894
chr14	20017475	6.059876
chr14	20017719	8.032848
chr14	20017746	8.788305
chr14	20017956	7.662537999999999
chr14	20018011	1.605234
chr14	20018196	0.87775
chr14	20018265	0.613908
chr14	20018420	0.578232
chr14	20018441	0.554075
chr14	20018565	0.553105
chr14	20018582	0.551857
chr14	20018948	0.55379
chr14	20019180	0.557392
chr14	20019205	0.559205
chr14	20019345	0.563436
chr14	20019394	0.566693
chr14	20019529	0.569779
chr14	20019989	0.570763
chr14	20020032	0.571315
chr14	20020499	0.57258
chr14	20021204	0.940025
chr14	20021234	1.380198
chr14	20021319	1.380978
chr14	20021390	1.381333
chr14	20021399	1.381816
chr14	20021973	0.9936700000000002
chr14	20021979	0.643894
chr14	20022453	0.643884
chr14	20022956	0.6438809999999999
chr14	20023193	0.643854
chr14	20024333	0.552753
chr14	20024561	0.358333
chr14	20026590	0.358363
chr14	20026648	0.338231
chr14	20027754	0.348989
chr14	20028570	0.349129
chr14	20028666	0.356761
chr14	20028824	0.369498
chr14	20029421	0.426675
chr14	20029472	0.497834
chr14	20029559	0.579776
chr14	20029578	0.67116
chr14	20030451	0.671147
chr14	20030680	0.9313400000000001
chr14	20031520	0.888454
chr14	20033153	0.888383
chr14	20033209	0.8906080000000001
chr14	20033803	1.303842
chr14	20033885	2.129946
chr14	20033961	2.792952
chr14	20034762	1.055607
chr14	20035382	0.576211
chr14	20035409	0.077562
chr14	20036027	0.073704
chr14	20036117	0.0703
chr14	20036276	0.067943
chr14	20037032	0.06777
chr14	20042760	0.06877
chr14	20042948	0.070358
chr14	20043514	2.104676
chr14	20044451	1.424918
chr14	20044612	2.445215
chr14	20044613	2.225146
chr14	20044739	0.625218
chr14	20044974	0.315318
chr14	20045197	0.030854
chr14	20046162	0.022926
chr14	20046225	0.018751
chr14	20046504	0.018589
chr14	20046546	0.018489
chr14	20046864	1.10297
chr14	20046873	2.030756
chr14	20047135	0.134705
chr14	20047224	0.02417
chr14	20047277	0.011095
chr14	20047439	0.010795999999999998
chr14	20047493	0.010653999999999999
chr14	20047604	0.010654
chr14	20048196	0.010649
chr14	20048906	0.010649
chr14	20049195	0.01066
chr14	20049210	0.010711
chr14	20049342	0.010817
chr14	20049489	0.037591
chr14	20049511	0.213229
chr14	20049529	0.715688
chr14	20049562	1.747286
chr14	20049828	4.64645
chr14	20050232	4.36201
chr14	20050406	3.839637
chr14	20050422	2.031275
chr14	20050459	1.274008
chr14	20050772	0.146918
chr14	20051475	0.157974
chr14	20052039	0.505212
chr14	20052227	0.643096
chr14	20052796	0.62352
chr14	20052901	0.607839
chr14	20054410	0.758605
chr14	20054562	0.88743
chr14	20054840	0.963504
chr14	20056096	0.823129
chr14	20056857	0.753836
chr14	20057256	0.752942
chr14	20057674	0.319591
chr14	20058672	0.164417
chr14	20058945	0.08622700000000001
chr14	20059131	0.056718
chr14	20059776	0.057986
chr14	20060048	1.904786
chr14	20060149	1.9647220000000003
chr14	20060162	2.007918
chr14	20060200	2.074005
chr14	20060203	1.929353
chr14	20060322	2.026751
chr14	20060346	0.923171
chr14	20060369	0.565168
chr14	20060860	0.49666799999999994
chr14	20060884	0.448013
chr14	20061018	0.420541
chr14	20061290	0.420547
chr14	20061356	0.407281
chr14	20061493	0.38932
chr14	20061653	0.38931999999999994
chr14	20061706	0.360771
chr14	20064144	0.358118
chr14	20065813	2.005689
chr14	20065874	2.680191
chr14	20065907	5.770841
chr14	20066154	3.453113
chr14	20066220	3.408799
chr14	20066750	1.020381
chr14	20068218	0.606641
chr14	20069986	0.348999
chr14	20070235	0.554476
chr14	20070949	3.804514
chr14	20071146	0.819611
chr14	20074582	5.942697
chr14	20080934	17.558866
chr14	20082188	0.215177
chr14	20091075	0.215508
chr14	20091123	0.21607399999999996
chr14	20093921	4.448127
chr14	20094242	4.882971
chr14	20095681	0.439566
chr14	20098926	0.44344500000000003
chr14	20100541	0.443016
chr14	20102650	0.418071
chr14	20103116	0.41835
chr14	20103636	0.40573100000000006
chr14	20103997	0.397814
chr14	20104525	0.398032
chr14	20110011	2.836072
chr14	20110085	4.068361
chr14	20111755	2.166934
chr14	20111757	2.178991
chr14	20111953	0.290038
chr14	20112411	0.264784
chr14	20114449	0.305998
chr14	20114551	0.344692
chr14	20115095	0.456169
chr14	20115955	0.692181
chr14	20116040	0.755914
chr14	20116423	0.512938
chr14	20117044	1.013882
chr14	20117883	0.211635
chr14	20118273	0.078977
chr14	20118360	0.07466
chr14	20120285	0.07466
chr14	20120734	0.067127
chr14	20121105	0.061729
chr14	20122295	0.7222410000000001
chr14	20123055	0.501386
chr14	20123565	0.078069
chr14	20123879	0.041761
chr14	20126215	0.041789
chr14	20126230	0.041821
chr14	20126490	0.041736
chr14	20127093	0.041779
chr14	20127742	0.041793
chr14	20131356	0.062587
chr14	20131481	0.086758
chr14	20131730	0.101249
chr14	20131858	0.136145
chr14	20131995	0.175966
chr14	20132890	0.448996
chr14	20133554	0.243029
chr14	20134069	0.924717
chr14	20134502	0.916316
chr14	20135023	0.45931200000000005
chr14	20135200	0.271716
chr14	20135740	0.18563
chr14	20136218	0.120041
chr14	20137436	0.108697
chr14	20137932	0.172887
chr14	20137985	0.226716
chr14	20138005	0.279721
chr14	20140129	0.171484
chr14	20140170	0.081885
chr14	20143531	0.081881
chr14	20143626	0.082879
chr14	20144131	0.090872
chr14	20144306	0.103576
chr14	20144436	0.120192
chr14	20144446	0.133229
chr14	20144513	0.149101
chr14	20144604	0.164653
chr14	20144776	0.182851
chr14	20144960	0.20923499999999998
chr14	20145321	0.245361
chr14	20145739	0.267041
chr14	20145965	0.57419
chr14	20146992	0.574769
chr14	20147529	0.57507
chr14	20147586	0.575665
chr14	20148230	0.578836
chr14	20148772	0.580378
chr14	20148789	0.589724
chr14	20149178	0.590789
chr14	20149379	0.590671
chr14	20149415	0.580767
chr14	20149493	0.564141
chr14	20149519	0.564618
chr14	20149712	0.50005
chr14	20149866	0.369762
chr14	20150609	0.319862
chr14	20150671	0.320369
chr14	20150913	0.305793
chr14	20151396	0.309462
chr14	20154062	2.296838
chr14	20154828	0.158437
chr14	20156925	0.148724
chr14	20158044	0.147764
chr14	20158132	0.146982
chr14	20160525	0.148978
chr14	20163225	0.1488
chr14	20164304	0.122064
chr14	20165382	0.134641
chr14	20167067	0.165141
chr14	20167347	0.205694
chr14	20167636	0.231157
chr14	20170856	0.21656999999999998
chr14	20171051	0.206662
chr14	20171866	0.235112
chr14	20172033	0.788233
chr14	20172040	1.370917
chr14	20172375	0.057585
chr14	20173531	0.052491
chr14	20173548	0.046978
chr14	20176163	0.047086
chr14	20176277	0.047813
chr14	20176314	0.04805100000000001
chr14	20176483	0.108653
chr14	20176531	0.285849
chr14	20176616	7.672642
chr14	20177449	6.417833
chr14	20177757	3.3458
chr14	20178326	2.409784
chr14	20178781	1.339313
chr14	20179761	1.338968
chr14	20179796	1.334161
chr14	20180917	1.382715
chr14	20181007	1.447904
chr14	20181216	1.871852
chr14	20182868	3.055439
chr14	20182998	3.7110639999999995
chr14	20183742	3.642566
chr14	20183985	2.23056
chr14	20184315	1.990562
chr14	20184363	1.896539
chr14	20184396	1.862241
chr14	20184509	1.861162
chr14	20184598	1.8629990000000003
chr14	20184690	1.8691069999999999
chr14	20184847	5.246233
chr14	20185064	5.338114
chr14	20185087	5.406851
chr14	20185123	5.498157
chr14	20185381	5.834976
chr14	20185762	5.482743
chr14	20186161	2.082037
chr14	20186176	1.630991
chr14	20186188	0.526845
chr14	20186669	0.623064
chr14	20186803	1.5394549999999998
chr14	20187248	1.005281
chr14	20187279	0.689704
chr14	20187307	0.500777
chr14	20187551	0.494824
chr14	20187935	0.50885
chr14	20188014	0.508848
chr14	20188080	0.59984
chr14	20188486	0.50524
chr14	20188606	0.489703
chr14	20188655	0.482198
chr14	20190216	0.562523
chr14	20190688	0.639061
chr14	20190914	0.811264
chr14	20190992	1.206588
chr14	20191094	2.560429
chr14	20192201	2.571673
chr14	20192833	2.695491
chr14	20192946	2.883911
chr14	20193133	2.892232
chr14	20193784	2.9534310000000006
chr14	20193993	3.032753
chr14	20194212	3.066782
chr14	20194875	3.062018
chr14	20194919	2.992415
chr14	20197142	4.612243
chr14	20197203	9.103769
chr14	20197681	9.081904
chr14	20198397	8.962177
chr14	20198925	8.709347
chr14	20199661	10.088677
chr14	20200658	10.110301
chr14	20200983	10.188567
chr14	20201081	10.327017
chr14	20201686	22.622734
chr14	20203857	3.414568
chr14	20204070	1.961643
chr14	20204331	1.624113
chr14	20204350	1.3243
chr14	20205826	1.047911
chr14	20207035	0.88793
chr14	20208155	0.802302
chr14	20209098	0.803741
chr14	20209432	0.824469
chr14	20209564	0.835418
chr14	20209655	0.847394
chr14	20214885	0.8475469999999999
chr14	20216118	0.8475670000000001
chr14	20216731	4.657349
chr14	20219819	2.979673
chr14	20222009	2.980372
chr14	20222410	3.941226
chr14	20222440	5.889959
chr14	20222603	3.310308
chr14	20222672	2.991864
chr14	20222825	2.94052
chr14	20222997	2.84483
chr14	20223170	2.795668
chr14	20223366	2.787777
chr14	20223451	1.704266
chr14	20223503	1.102818
chr14	20223559	0.838451
chr14	20223729	0.536788
chr14	20223803	0.478069
chr14	20224029	0.466117
chr14	20224146	0.460072
chr14	20224294	0.456805
chr14	20224415	0.457934
chr14	20224840	0.507147
chr14	20225815	7.4268
chr14	20225827	13.132013
chr14	20225920	13.174541
chr14	20226067	1.364765
chr14	20226113	1.338864
chr14	20226237	0.415409
chr14	20226341	0.3814620000000001
chr14	20226443	0.379358
chr14	20226640	0.37580299999999994
chr14	20226691	0.372348
chr14	20226809	0.380691
chr14	20226928	0.395762
chr14	20227313	0.397702
chr14	20227342	0.522602
chr14	20227719	0.586503
chr14	20229909	0.385919
chr14	20230080	0.243014
chr14	20230139	0.122325
chr14	20230345	0.047676
chr14	20238941	0.121925
chr14	20240149	0.828187
chr14	20240332	0.860916
chr14	20240856	1.133009
chr14	20240959	1.307414
chr14	20241278	25.226282
chr14	20241410	52.866398999999994
chr14	20241529	52.978429
chr14	20241924	52.985577
chr14	20243652	52.744415
chr14	20243693	50.90642
chr14	20244163	0.657841
chr14	20244962	0.624743
chr14	20245631	0.615273
chr14	20245879	0.612157
chr14	20246015	0.610443
chr14	20246136	0.606521
chr14	20246816	0.591921
chr14	20247202	0.587783
chr14	20247866	0.486332
chr14	20248682	0.44257499999999994
chr14	20249023	0.419663
chr14	20250819	0.422919
chr14	20251201	0.427687
chr14	20251741	0.432026
chr14	20253989	0.431082
chr14	20255287	0.431614
chr14	20255425	0.431601
chr14	20255536	0.43398
chr14	20255979	1.361481
chr14	20256159	11.849322999999998
chr14	20259904	8.261653
chr14	20259966	2.431977
chr14	20260195	2.431977
chr14	20262877	2.501509
chr14	20262971	2.573637
chr14	20263696	2.725172
chr14	20263706	4.005063
chr14	20263788	6.617161
chr14	20264016	6.797223
chr14	20264259	6.798694
chr14	20264387	6.799387
chr14	20272712	6.825604
chr14	20273255	6.819919
chr14	20275110	6.697963
chr14	20276933	6.694406
chr14	20278633	6.823149999999999
chr14	20279036	1.302695
chr14	20280847	0.40665199999999996
chr14	20286553	0.582908
chr14	20287128	0.8402890000000001
chr14	20287222	1.114112
chr14	20287765	1.166274
chr14	20288118	1.176602
chr14	20288246	1.1762059999999999
chr14	20288728	1.219328
chr14	20289645	4.262998
chr14	20290267	3.470885
chr14	20290295	2.29409
chr14	20290434	1.5449769999999998
chr14	20290790	1.5282889999999998
chr14	20292714	1.529504
chr14	20293457	1.522062
chr14	20293907	1.522364
chr14	20294215	1.522157
chr14	20294616	1.5225
chr14	20295287	1.466137
chr14	20295872	1.366983
chr14	20295935	1.273577
chr14	20296426	1.150756
chr14	20297985	1.151765
chr14	20299459	0.326495
chr14	20301877	0.240704
chr14	20306199	0.240455
chr14	20307686	0.169488
chr14	20308787	0.132906
chr14	20312208	0.141505
chr14	20313202	0.181922
chr14	20314006	0.365142
chr14	20315332	0.364446
chr14	20316272	0.605483
chr14	20316559	1.16289
chr14	20317850	1.163241
chr14	20318158	1.138642
chr14	20318668	0.423565
chr14	20319620	0.257814
chr14	20319802	0.166589
chr14	20322311	0.167004
chr14	20323066	0.168917
chr14	20324170	0.172159
chr14	20324685	0.176489
chr14	20324854	0.176583
chr14	20324882	0.176583
chr14	20326350	0.18109
chr14	20327556	0.181983
chr14	20327969	0.181835
chr14	20328117	0.181881
chr14	20328719	0.182188
chr14	20329423	0.18236100000000002
chr14	20330190	0.182505
chr14	20330456	0.182505
chr14	20330944	0.183884
chr14	20334156	0.184029
chr14	20334548	0.179584
chr14	20336403	0.164744
chr14	20338136	0.157392
chr14	20338424	0.15081
chr14	20341332	0.149046
chr14	20342576	0.148487
chr14	20343173	0.147885
chr14	20343496	0.147189
chr14	20343613	0.14723
chr14	20344308	0.1466
chr14	20344313	0.1466
chr14	20344507	0.146584
chr14	20345130	0.145644
chr14	20345483	0.144798
chr14	20347235	0.143428
chr14	20349886	0.143259
chr14	20349972	0.14255
chr14	20350824	0.142402
chr14	20351068	0.142315
chr14	20353620	0.14234
chr14	20353956	0.200467
chr14	20354149	0.250377
chr14	20354936	1.687486
chr14	20355053	3.158241
chr14	20356022	4.08299
chr14	20356256	3.529837
chr14	20356535	3.5126019999999993
chr14	20356700	3.176483
chr14	20356935	2.489575
chr14	20357203	1.145573
chr14	20357806	0.871372
chr14	20357807	0.858064
chr14	20358084	0.746773
chr14	20359638	0.714924
chr14	20360873	0.761557
chr14	20360960	0.830875
chr14	20361279	0.952501
chr14	20361807	0.971922
chr14	20361887	0.988365
chr14	20363247	1.262768
chr14	20363487	1.377313
chr14	20363635	1.4862909999999998
chr14	20365080	1.418103
chr14	20365303	1.355581
chr14	20365495	1.302232
chr14	20366389	0.790572
chr14	20366650	0.600967
chr14	20367021	0.539145
chr14	20368423	0.534977
chr14	20368557	0.531728
chr14	20368757	0.529965
chr14	20368874	0.529931
chr14	20368894	0.529587
chr14	20368927	0.529398
chr14	20369542	0.526662
chr14	20370554	0.526813
chr14	20370952	0.526854
chr14	20372652	0.566198
chr14	20373003	1.462377
chr14	20373154	2.335966
chr14	20373548	2.48693
chr14	20374805	2.337432
chr14	20376224	2.346416
chr14	20376700	2.407342
chr14	20376776	2.424631
chr14	20376859	2.454585
chr14	20377362	2.4692940000000005
chr14	20378362	2.707994
chr14	20378570	2.733986
chr14	20379043	2.850267
chr14	20380804	3.143565
chr14	20381010	3.14641
chr14	20381695	3.146075
chr14	20381781	3.146357
chr14	20381855	2.978143
chr14	20381934	2.813602
chr14	20381997	2.661701
chr14	20382053	2.503534
chr14	20382104	2.377394
chr14	20383681	2.140372
chr14	20383870	2.141905
chr14	20384611	2.111375
chr14	20384658	2.080349
chr14	20385853	2.080365
chr14	20385993	2.079759
chr14	20386575	2.081051
chr14	20390015	2.094128
chr14	20390785	2.219863
chr14	20390854	2.395836
chr14	20391914	2.6260129999999995
chr14	20392831	5.169216
chr14	20393289	1.736098
chr14	20394383	1.716373
chr14	20394911	1.706999
chr14	20394983	1.698928
chr14	20395099	1.68412
chr14	20395518	1.665933
chr14	20395652	1.636811
chr14	20396849	1.6118360000000003
chr14	20398532	1.6300099999999997
chr14	20399330	1.637232
chr14	20400592	2.188764
chr14	20401004	2.196104
chr14	20401660	14.158125
chr14	20403486	14.31775
chr14	20404497	14.318325999999999
chr14	20404581	14.234198
chr14	20404722	14.177515
chr14	20404807	14.152616
chr14	20405129	13.667025000000002
chr14	20405365	13.556487
chr14	20407110	14.585937
chr14	20407814	14.616943
chr14	20408030	14.776572
chr14	20408094	15.005222
chr14	20408955	15.005222000000002
chr14	20411152	14.948521
chr14	20412001	14.939777000000001
chr14	20412169	14.888832999999998
chr14	20412501	9.125245
chr14	20413265	9.045317
chr14	20413368	8.856266
chr14	20413630	3.086153
chr14	20414432	2.932008
chr14	20415771	1.626693
chr14	20415790	0.680661
chr14	20416141	0.647745
chr14	20419803	0.645659
chr14	20420021	0.64514
chr14	20421490	0.654998
chr14	20423029	4.338808
chr14	20423390	4.311533
chr14	20423439	4.209029
chr14	20425060	8.618124
chr14	20427487	9.63528
chr14	20427510	10.36685
chr14	20428669	8.467714
chr14	20428698	7.102310000000001
chr14	20428905	6.732608
chr14	20429206	6.601260999999999
chr14	20429517	3.062065
chr14	20429723	1.442551
chr14	20430149	1.7212469999999997
chr14	20430188	1.72411
chr14	20430283	2.859423
chr14	20430758	1.991978
chr14	20430830	1.434826
chr14	20431017	1.355513
chr14	20431323	1.349182
chr14	20432096	1.349451
chr14	20433462	1.420152
chr14	20433655	2.099984
chr14	20433669	2.840987
chr14	20433797	1.579123
chr14	20434001	1.483772
chr14	20435190	1.7868159999999997
chr14	20435619	2.087816
chr14	20435747	2.253457
chr14	20436982	6.446329
chr14	20437060	7.754444
chr14	20437091	7.961547000000001
chr14	20437120	8.015966
chr14	20437356	8.163804
chr14	20437886	47.143348
chr14	20438455	47.143348
chr14	20438701	47.143348
chr14	20439279	47.03954
chr14	20439305	19.071269
chr14	20439395	16.116575
chr14	20439491	10.187076
chr14	20439507	5.498765
chr14	20440194	5.280986
chr14	20440501	5.16129
chr14	20440565	4.89181
chr14	20440582	4.467867
chr14	20440653	4.006337
chr14	20440860	1.594446
chr14	20441313	1.262937
