Chromosome	Position(bp)	Rate(cM/Mb)
chr19	484650	8.567906
chr19	485177	8.566324
chr19	491433	2.8275
chr19	494057	2.7657039999999995
chr19	495722	2.765678
chr19	499978	2.780841
chr19	501900	2.812141
chr19	507450	2.802537
chr19	507731	2.801607
chr19	508626	2.789682
chr19	509158	2.78754
chr19	509569	2.793366
chr19	509717	2.80798
chr19	509897	2.825488
chr19	511453	2.820671
chr19	514858	8.150133
chr19	523110	8.141699
chr19	525105	7.984023
chr19	525739	7.827749
chr19	529004	4.348571
chr19	533872	0.592227
chr19	536610	0.588963
chr19	536878	0.587567
chr19	538160	0.607298
chr19	538487	0.592824
chr19	538531	0.584841
chr19	538687	0.585324
chr19	538740	0.583546
chr19	538930	1.203905
chr19	538974	1.203729
chr19	538994	2.91065
chr19	539174	2.920491
chr19	539222	2.93585
chr19	539250	2.955443
chr19	539266	2.974653
chr19	539593	3.071477
chr19	539730	3.1439589999999997
chr19	539817	3.187372
chr19	539871	3.2460080000000002
chr19	541217	3.2500239999999994
chr19	541260	3.252086
chr19	541685	3.2548640000000004
chr19	541917	3.255992
chr19	542009	3.258741
chr19	542233	3.2587410000000006
chr19	542395	3.379574
chr19	542473	3.587557
chr19	542494	3.8250979999999997
chr19	542672	4.977245
chr19	542674	6.196634
chr19	543359	6.287950999999999
chr19	544140	9.028154
chr19	544277	9.14005
chr19	544315	9.192581
chr19	549595	9.190221
chr19	549678	9.188409
chr19	551374	9.188409
chr19	552231	9.187277
chr19	552650	8.723778
chr19	552689	7.690088000000001
chr19	554919	9.549983
chr19	556112	10.017873
chr19	556632	10.060649
chr19	556692	10.091276
chr19	558714	10.134125
chr19	562292	10.134113
chr19	562530	10.137072
chr19	572317	6.232614
chr19	572628	2.049603
chr19	575083	1.045008
chr19	577321	1.09645
chr19	579100	3.131251
chr19	581633	3.339546
chr19	581815	3.524948
chr19	582775	4.067697
chr19	588305	3.971699
chr19	588860	3.876927
chr19	593889	7.878784
chr19	594599	10.918811
chr19	605985	12.469655
chr19	607984	12.473914999999998
chr19	610729	12.475718
chr19	614967	3.992335
chr19	618159	0.584727
chr19	624090	0.585505
chr19	624502	1.682457
chr19	629303	1.953272
chr19	629438	2.895395
chr19	634095	4.397701
chr19	638853	4.625117
chr19	642955	4.624821
chr19	647039	4.616983
chr19	647251	4.61436
chr19	651343	4.46843
chr19	651852	3.905042
chr19	655608	3.001318
chr19	657666	2.970608
chr19	660913	2.96981
chr19	661080	2.969851
chr19	663929	2.97077
chr19	665186	2.969658
chr19	666926	2.968467
chr19	667118	2.969677
chr19	669458	2.967552
chr19	670525	3.086538
chr19	670606	3.3535139999999997
chr19	670828	5.742665
chr19	674443	5.736849
chr19	675106	5.166535
chr19	675513	5.12012
chr19	682010	3.951442
chr19	683221	3.701177
chr19	685380	3.6934459999999993
chr19	685481	3.690783
chr19	687835	3.714864
chr19	690548	3.763034
chr19	691909	3.867143
chr19	697514	3.991802
chr19	699532	4.012276
chr19	704538	4.011951
chr19	710050	4.038457
chr19	715780	4.043292
chr19	717664	4.042968
chr19	723205	4.04345
chr19	725939	4.050636
chr19	726098	3.9323810000000003
chr19	726200	4.013478
chr19	726482	3.873063
chr19	728236	3.84208
chr19	730030	3.074001
chr19	730052	2.871535
chr19	730235	2.809625
chr19	730297	2.525903
chr19	731055	2.4845
chr19	732880	2.524225
chr19	734851	5.493132
chr19	737123	5.770818
chr19	741758	5.343334
chr19	743221	2.765737
chr19	743589	2.765889
chr19	744004	2.582095
chr19	744501	2.500428
chr19	745344	2.500015
chr19	746206	2.49989
chr19	747150	2.499476
chr19	750173	2.717269
chr19	750184	3.002976
chr19	750583	3.4628730000000005
chr19	751060	3.462966
chr19	751553	3.520468
chr19	752878	3.703353
chr19	753715	3.779606
chr19	753950	4.087832
chr19	753962	4.436791
chr19	753990	4.915423
chr19	754018	5.337629
chr19	756179	6.870102
chr19	756709	6.876129
chr19	756985	11.450155
chr19	757412	15.417000000000002
chr19	757606	15.445840000000002
chr19	757641	15.456357999999998
chr19	760809	15.458182
chr19	763508	15.458182
chr19	763952	15.407233
chr19	764046	15.407233000000002
chr19	764389	15.296545
chr19	765374	15.072112
chr19	765568	14.920987
chr19	766103	14.7071
chr19	766369	14.703355
chr19	773437	14.604029999999998
chr19	776648	14.408407
chr19	782854	10.077013
chr19	784824	10.116653
chr19	789890	10.120724
chr19	792621	10.120724
chr19	797079	5.34028
chr19	799342	5.079043999999999
chr19	799770	5.017313
chr19	801381	5.012307
chr19	801820	5.010321
chr19	802209	5.004758
chr19	802244	5.002404
chr19	803086	5.002061
chr19	803697	5.002325
chr19	803945	4.971326
chr19	804013	4.972159
chr19	804079	4.972778
chr19	806673	4.976411
chr19	806977	5.149946
chr19	812801	5.373845
chr19	817708	1.111024
chr19	819997	1.115063
chr19	820095	1.117899
chr19	823550	1.119539
chr19	827655	1.999504
chr19	829568	3.9140739999999994
chr19	830621	4.909696
chr19	830854	11.626882
chr19	834154	11.195567
chr19	836766	5.312585
chr19	840776	5.486970999999999
chr19	840984	5.694903
chr19	844020	7.035504
chr19	846041	7.0536
chr19	846716	7.051207
chr19	850023	7.043435
chr19	850199	7.041626
chr19	859214	5.329234
chr19	862912	4.837191
chr19	863038	4.356997
chr19	863220	4.193767
chr19	864120	4.192723
chr19	865374	4.128018
chr19	865406	4.354105
chr19	865818	3.129603
chr19	865835	1.871409
chr19	866018	1.3406
chr19	868115	0.99649
chr19	869037	0.651928
chr19	869061	0.412703
chr19	871135	0.348437
chr19	876604	0.373111
chr19	877437	0.4242139999999999
chr19	880602	0.426071
chr19	881161	0.427205
chr19	881413	0.42891
chr19	884782	0.429076
chr19	885818	0.42868200000000006
chr19	887128	0.430899
chr19	889821	0.43126
chr19	889898	0.431528
chr19	890844	6.304705
chr19	896499	6.391796
chr19	897571	6.393046
chr19	899978	6.379634
chr19	904139	6.379779
chr19	906633	6.345657
chr19	907673	6.32913
chr19	910742	6.319879
chr19	923744	6.339513
chr19	927971	6.382202
chr19	931523	3.4285170000000003
chr19	938708	2.506618
chr19	939673	2.275359
chr19	939697	2.0469
chr19	941603	1.410737
chr19	942660	0.9350990000000001
chr19	945013	0.9984389999999999
chr19	945089	1.061873
chr19	945710	2.920446
chr19	946163	1.400075
chr19	948532	1.900169
chr19	948629	2.236281
chr19	949122	2.692456
chr19	950380	2.8446840000000004
chr19	950560	2.865874
chr19	950694	2.865974
chr19	952866	3.788289
chr19	954678	3.916128
chr19	954701	4.040928
chr19	955110	3.9902949999999997
chr19	955552	3.883126
chr19	955577	3.73566
chr19	957385	3.505807
chr19	957447	2.560089
chr19	958495	1.898857
chr19	960187	1.464789
chr19	960266	1.225388
chr19	960277	1.198412
chr19	960445	1.138786
chr19	960701	1.073557
chr19	961054	0.905289
chr19	962108	0.890756
chr19	962161	0.879169
chr19	964434	0.877219
chr19	966693	3.242851
chr19	976024	4.92507
chr19	984578	0.987495
chr19	987051	1.399686
chr19	987571	1.378918
chr19	988136	1.370741
chr19	988165	1.358797
chr19	988175	1.350528
chr19	988261	1.317358
chr19	988336	1.415634
chr19	989730	1.411106
chr19	990281	1.409385
chr19	992903	1.4108038862940275
chr19	998127	6.239627
chr19	1002848	5.885541
chr19	1003173	1.827495
chr19	1006769	1.552033
chr19	1008505	1.495465
chr19	1008684	1.457331
chr19	1012612	1.2818200000000002
chr19	1014399	1.284429
chr19	1014713	1.292981
chr19	1018319	1.3073080000000001
chr19	1019106	1.355295
chr19	1020084	1.436756
chr19	1026478	1.46519
chr19	1031213	1.837903
chr19	1032597	2.483014
chr19	1036553	2.7809279999999994
chr19	1038223	2.766728
chr19	1038446	11.121385
chr19	1038926	10.950085
chr19	1039411	10.86004
chr19	1039472	10.770145
chr19	1040047	10.743672
chr19	1041165	3.2663060000000006
chr19	1041353	1.837593
chr19	1042810	1.173784
chr19	1043749	0.708083
chr19	1044713	0.654935
chr19	1045174	0.634568
chr19	1046521	0.63482
chr19	1051215	0.634488
chr19	1053300	0.644369
chr19	1053525	0.671585
chr19	1053678	0.654554
chr19	1054061	0.616968
chr19	1056066	0.610469
chr19	1056493	0.605955
chr19	1056564	0.599432
chr19	1056838	0.599486
chr19	1057138	0.595771
chr19	1057864	0.595672
chr19	1059005	0.601751
chr19	1065564	0.672844
chr19	1065946	0.776966
chr19	1070992	0.944671
chr19	1073074	0.986278
chr19	1074001	1.02423
chr19	1075980	1.086288
chr19	1076064	1.152147
chr19	1080190	1.9175850000000003
chr19	1080312	1.947601
chr19	1081121	2.299934
chr19	1082343	2.351541
chr19	1083492	2.444816
chr19	1086044	2.406555
chr19	1086081	2.412391
chr19	1088286	1.989513
chr19	1090804	24.019771
chr19	1093454	24.019771
chr19	1095062	20.027666
chr19	1095123	17.547827
chr19	1095152	1.5266949999999997
chr19	1095337	1.5225699999999998
chr19	1095515	1.438427
chr19	1095582	1.350824
chr19	1095717	1.334118
chr19	1095739	1.322038
chr19	1095754	1.308117
chr19	1096530	1.3951480000000003
chr19	1098067	1.5288709999999999
chr19	1098810	2.900763
chr19	1098918	3.7212599999999996
chr19	1099702	4.111861
chr19	1100793	8.64928
chr19	1101993	1.614255
chr19	1102212	1.439551
chr19	1102729	1.4640510000000002
chr19	1103466	1.667641
chr19	1107036	1.486328
chr19	1107161	0.379109
chr19	1110830	0.372392
chr19	1114120	0.312613
chr19	1116118	0.265915
chr19	1119020	0.256859
chr19	1121781	0.256965
chr19	1121832	0.256989
chr19	1122148	0.257082
chr19	1123379	0.828721
chr19	1123526	1.041387
chr19	1123541	1.235911
chr19	1123663	1.241806
chr19	1124032	2.692618
chr19	1124054	4.808234
chr19	1124631	6.931584
chr19	1124836	7.580603
chr19	1124872	7.610301
chr19	1126803	1.234875
chr19	1127616	1.016319
chr19	1127721	0.8867180000000001
chr19	1127877	0.762008
chr19	1128192	0.763079
chr19	1130285	0.76307
chr19	1130987	0.846571
chr19	1131982	1.480443
chr19	1132638	1.48755
chr19	1136224	1.4956049999999999
chr19	1136945	1.495918
chr19	1146101	1.49281
chr19	1152657	1.480749
chr19	1163935	1.481754
chr19	1165173	1.484579
chr19	1170446	1.495076
chr19	1175397	1.4962909999999998
chr19	1181718	1.516304
chr19	1183852	9.636412
chr19	1185547	9.636158
chr19	1185925	9.637856
chr19	1189483	13.764895
chr19	1189541	13.76529
chr19	1199816	10.408286
chr19	1200714	1.5099180000000003
chr19	1207239	1.180291
chr19	1209715	0.608016
chr19	1211543	0.494767
chr19	1214658	0.409141
chr19	1218524	0.38915299999999997
chr19	1221546	0.41303
chr19	1224260	0.416179
chr19	1224471	0.421313
chr19	1224628	0.46462499999999995
chr19	1233598	0.50168
chr19	1233682	0.555116
chr19	1238900	8.479341
chr19	1242575	8.711985
chr19	1245701	8.712912
chr19	1250110	8.709674
chr19	1251782	8.709711
chr19	1262249	8.682761
chr19	1262979	5.791687
chr19	1263300	2.698838
chr19	1266335	2.665899
chr19	1271275	2.679248
chr19	1271530	2.678887
chr19	1277276	3.283849
chr19	1283616	5.026231
chr19	1283758	5.983692
chr19	1289553	7.939118
chr19	1291621	8.290567
chr19	1291668	8.664988
chr19	1293824	8.785434
chr19	1294200	9.012332
chr19	1302266	9.030082
chr19	1302461	9.050286
chr19	1302840	9.070555
chr19	1304350	9.070837
chr19	1308058	9.072419
chr19	1309370	9.055381
chr19	1309428	9.054592
chr19	1309648	9.054592
chr19	1309866	9.054592
chr19	1310137	9.052162
chr19	1310498	8.136599
chr19	1310538	7.191325
chr19	1310822	5.741077
chr19	1310873	3.554036
chr19	1311121	2.7171759999999994
chr19	1311538	2.192029
chr19	1311965	1.986909
chr19	1312729	1.975318
chr19	1313070	1.7657670000000003
chr19	1313764	1.7726150000000003
chr19	1316639	1.750179
chr19	1318708	1.744527
chr19	1322313	1.719903
chr19	1325151	1.89409
chr19	1328374	3.765262
chr19	1329441	4.119115
chr19	1334729	8.783517
chr19	1336507	9.149589
chr19	1339059	15.588105
chr19	1340061	18.795965
chr19	1341510	18.882072
chr19	1348165	8.170616
chr19	1348185	0.406826
chr19	1350582	0.4068609999999999
chr19	1351917	0.408705
chr19	1357083	0.473636
chr19	1357497	0.589654
chr19	1357831	1.318169
chr19	1358727	1.350725
chr19	1359282	0.562421
chr19	1360083	0.488805
chr19	1360576	0.484903
chr19	1361794	0.492408
chr19	1362614	0.48770499999999994
chr19	1364188	0.487615
chr19	1364307	0.461027
chr19	1365525	0.4611759999999999
chr19	1365609	0.453664
chr19	1365621	0.444394
chr19	1366546	0.444009
chr19	1366980	0.443519
chr19	1366995	0.443609
chr19	1367023	0.444084
chr19	1367227	0.446632
chr19	1367482	0.445343
chr19	1367673	0.444727
chr19	1368399	0.445144
chr19	1369703	0.445123
chr19	1370527	0.4595659999999999
chr19	1370676	0.4763240000000001
chr19	1371355	0.504757
chr19	1372133	0.491367
chr19	1372396	0.487507
chr19	1372442	0.481369
chr19	1374642	0.47983699999999996
chr19	1375356	1.252992
chr19	1376724	2.125438
chr19	1383650	2.125243
chr19	1384247	2.124918
chr19	1384691	0.46206
chr19	1387300	0.8733570000000002
chr19	1388539	0.8976710000000001
chr19	1389518	0.897855
chr19	1390244	0.895864
chr19	1391060	0.896396
chr19	1391236	0.8962639999999998
chr19	1391810	0.9367070000000001
chr19	1396405	0.947619
chr19	1399724	0.948525
chr19	1400556	0.948008
chr19	1400867	0.445139
chr19	1410494	0.418559
chr19	1413575	0.303592
chr19	1415288	0.280825
chr19	1415876	0.259893
chr19	1421763	0.259513
chr19	1424889	0.469955
chr19	1425449	0.589978
chr19	1427261	0.6079300000000001
chr19	1427369	0.62004
chr19	1432822	0.630105
chr19	1433990	0.729875
chr19	1434136	0.847431
chr19	1435772	0.9778769999999999
chr19	1436875	1.6972900000000002
chr19	1442971	1.699024
chr19	1444420	1.698357
chr19	1448181	1.6971659999999997
chr19	1451401	1.727418
chr19	1455904	1.743047
chr19	1457876	4.361164
chr19	1459425	4.623746
chr19	1460037	4.723171
chr19	1460474	4.797039
chr19	1460999	4.849944
chr19	1463266	4.856805
chr19	1471751	4.878016
chr19	1472008	4.904708
chr19	1473153	4.907594
chr19	1473197	4.912297
chr19	1473918	4.911037
chr19	1474772	4.903201
chr19	1475392	4.761026
chr19	1476433	4.229109
chr19	1481482	1.806873
chr19	1488148	1.749584
chr19	1489081	1.002207
chr19	1495635	1.144967
chr19	1496385	1.185424
chr19	1497061	0.9832
chr19	1497122	0.804421
chr19	1502274	0.805967
chr19	1505875	6.622123
chr19	1507484	11.498233
chr19	1512094	11.498233000000003
chr19	1512964	11.46303
chr19	1518202	8.586981
chr19	1518371	3.618144
chr19	1521769	3.611452
chr19	1525308	3.900258
chr19	1526268	7.303014000000001
chr19	1526471	7.335411
chr19	1526540	7.347952000000001
chr19	1526614	7.371648
chr19	1529386	7.424452
chr19	1529424	7.464473
chr19	1530034	7.46715
chr19	1530061	7.449976
chr19	1533973	7.374356000000001
chr19	1535350	7.411204999999999
chr19	1535946	7.422224
chr19	1536535	7.371504
chr19	1537468	4.934239
chr19	1538108	4.804195
chr19	1538412	4.364666
chr19	1538946	4.292299
chr19	1539002	4.213839
chr19	1539268	4.18825
chr19	1539783	4.203298
chr19	1540507	5.03649
chr19	1542523	7.242827
chr19	1542719	7.901961
chr19	1546181	13.777416
chr19	1546945	17.832632
chr19	1550651	5.787729
chr19	1562644	0.797161
chr19	1572370	0.737345
chr19	1576074	0.732929
chr19	1577118	0.730042
chr19	1577209	0.7255140000000001
chr19	1580190	0.575821
chr19	1580335	0.437767
chr19	1581041	0.370502
chr19	1586275	0.369357
chr19	1589065	0.423712
chr19	1589108	0.48593099999999995
chr19	1593541	0.588458
chr19	1599870	0.588133
chr19	1600036	0.699753
chr19	1610557	0.699584
chr19	1618909	0.699635
chr19	1620999	0.70065
chr19	1622373	0.6989840000000002
chr19	1622785	0.699118
chr19	1624528	0.6997889999999999
chr19	1625384	0.699654
chr19	1629469	0.6988509999999999
chr19	1630342	0.690233
chr19	1630786	0.690273
chr19	1633807	0.690254
chr19	1633924	0.658971
chr19	1634596	0.621787
chr19	1638920	0.602878
chr19	1640536	0.598293
chr19	1641899	0.57853
chr19	1642508	0.567003
chr19	1642782	0.558268
chr19	1646713	0.624625
chr19	1650135	2.51156
chr19	1658999	10.172723
chr19	1668162	10.17272
chr19	1673510	10.049466
chr19	1673776	8.160857
chr19	1673794	6.622151000000001
chr19	1675518	3.124182
chr19	1676420	2.627945
chr19	1676842	1.806885
chr19	1679407	1.554808
chr19	1682777	1.750009
chr19	1683997	1.749312
chr19	1684138	3.969027
chr19	1684747	4.581536
chr19	1685553	4.676397
chr19	1689172	5.18896
chr19	1690613	5.453344000000001
chr19	1690707	5.532988
chr19	1690896	5.653827
chr19	1691726	5.747893999999999
chr19	1695057	5.710354
chr19	1695177	5.657844
chr19	1697634	5.654813
chr19	1699147	5.655887
chr19	1699247	5.647728
chr19	1699511	5.632377000000001
chr19	1707376	4.847851
chr19	1707527	3.886215
chr19	1708295	3.5736270000000006
chr19	1709659	2.683237
chr19	1711401	2.66608
chr19	1712899	6.015856
chr19	1713144	7.151375
chr19	1714394	8.484998
chr19	1716866	8.443394
chr19	1720333	8.432645
chr19	1723571	8.408016
chr19	1728999	7.7808019999999996
chr19	1735219	7.461424
chr19	1735403	7.167696000000001
chr19	1739276	4.410493
chr19	1743330	4.438533
chr19	1744204	4.436707
chr19	1744227	4.432917
chr19	1745611	10.700876
chr19	1752956	11.769957
chr19	1763777	11.767905
chr19	1763790	11.7644
chr19	1763925	11.7644
chr19	1764144	11.7644
chr19	1765018	11.672458
chr19	1765253	10.499807
chr19	1765298	6.278208000000001
chr19	1765339	3.94323
chr19	1765487	3.602606
chr19	1765503	3.185354
chr19	1766052	2.521563
chr19	1766074	2.521022
chr19	1766678	1.80965
chr19	1766738	1.077108
chr19	1770751	1.077835
chr19	1773354	1.103211
chr19	1774000	8.156861
chr19	1777093	17.399496
chr19	1780510	13.623375
chr19	1780575	4.580401
chr19	1781004	1.350059
chr19	1781880	1.347502
chr19	1782190	1.356203
chr19	1782799	1.410364
chr19	1783147	1.495693
chr19	1783795	1.8248739999999999
chr19	1784087	1.886008
chr19	1784212	1.940075
chr19	1784891	1.945972
chr19	1784945	1.950044
chr19	1786766	2.034151
chr19	1792191	5.809522
chr19	1792998	5.854237
chr19	1796167	5.695982
chr19	1802434	8.208728
chr19	1805505	8.244583
chr19	1806749	8.182167
chr19	1807019	4.629121
chr19	1808684	3.400571
chr19	1808864	2.329481
chr19	1809599	2.345315
chr19	1809837	2.335491
chr19	1810099	2.309306
chr19	1811131	2.057687
chr19	1811548	1.927465
chr19	1811604	1.683954
chr19	1812522	1.074298
chr19	1812683	0.319358
chr19	1817867	0.238026
chr19	1819126	0.23396
chr19	1822669	0.185527
chr19	1826113	0.182758
chr19	1826165	0.180087
chr19	1828949	0.182327
chr19	1832318	0.185746
chr19	1833339	0.18794499999999997
chr19	1834030	0.190821
chr19	1835785	0.201792
chr19	1837062	0.235026
chr19	1839484	0.235607
chr19	1843494	0.238171
chr19	1843627	0.239184
chr19	1847699	0.239262
chr19	1848958	0.242627
chr19	1851085	2.384302
chr19	1852495	2.394491
chr19	1852693	1.247683
chr19	1858184	2.085665
chr19	1859391	2.047358
chr19	1860148	0.346225
chr19	1864602	0.743396
chr19	1865902	0.460773
chr19	1867913	0.391971
chr19	1871342	0.382586
chr19	1873721	0.380891
chr19	1876567	0.375809
chr19	1880344	0.374001
chr19	1882763	0.37419
chr19	1887365	0.392189
chr19	1891993	0.833939
chr19	1893465	0.90369
chr19	1903209	0.799666
chr19	1904613	0.788841
chr19	1910107	0.588835
chr19	1916393	0.586008
chr19	1916428	0.582361
chr19	1916451	0.575489
chr19	1917926	0.57728
chr19	1920240	3.880232
chr19	1920290	8.334058
chr19	1920343	10.469342
chr19	1920713	22.797386
chr19	1922216	22.836545
chr19	1922600	22.838154
chr19	1922940	22.837467999999998
chr19	1924654	2.843449
chr19	1925971	2.086008
chr19	1926028	1.226794
chr19	1928710	1.287172
chr19	1929170	1.407987
chr19	1929479	1.095226
chr19	1931643	0.408295
chr19	1932799	0.368287
chr19	1933931	0.357578
chr19	1936673	0.38027099999999997
chr19	1936849	0.413616
chr19	1937179	1.057095
chr19	1937194	1.692403
chr19	1937458	0.55258
chr19	1943450	0.534964
chr19	1948702	0.532879
chr19	1950043	0.52877
chr19	1951552	0.524429
chr19	1952091	0.523819
chr19	1956036	0.530566
chr19	1959243	0.545253
chr19	1960032	0.563319
chr19	1960928	0.555578
chr19	1961007	0.548565
chr19	1961475	0.542745
chr19	1961894	0.542718
chr19	1965836	0.542828
chr19	1965916	0.543306
chr19	1966233	0.543435
chr19	1969478	0.54248
chr19	1970022	0.541699
chr19	1973733	0.537907
chr19	1975218	0.536115
chr19	1976641	0.560762
chr19	1978398	0.8509109999999999
chr19	1981394	1.222704
chr19	1981729	1.391814
chr19	1982000	1.501061
chr19	1985527	1.525945
chr19	1985913	1.54819
chr19	1986456	1.5506799999999998
chr19	1989481	1.554349
chr19	1989868	1.555437
chr19	1990310	1.556836
chr19	1993445	0.41617499999999996
chr19	1996313	0.417189
chr19	1997730	13.435855
chr19	2006286	13.38986
chr19	2013204	13.254339
chr19	2014038	8.677213
chr19	2021910	4.528541
chr19	2028986	1.067005
chr19	2030513	1.053996
chr19	2032149	1.048087
chr19	2033657	1.017226
chr19	2038820	0.925527
chr19	2043272	0.917584
chr19	2044176	0.908658
chr19	2044472	0.90028
chr19	2048599	1.107156
chr19	2049315	2.775248
chr19	2050824	6.043967000000001
chr19	2053995	6.042468
chr19	2057908	5.904226
chr19	2059586	2.4904
chr19	2059864	2.378559
chr19	2061716	2.323006
chr19	2064017	1.981422
chr19	2064620	1.672888
chr19	2065197	0.8774889999999999
chr19	2069945	0.8038710000000001
chr19	2073355	0.798438
chr19	2073467	0.797636
chr19	2074595	0.796599
chr19	2075667	0.796732
chr19	2078489	0.833198
chr19	2080052	1.025157
chr19	2082679	1.7873
chr19	2087836	1.8076399999999997
chr19	2090686	3.47335
chr19	2094593	3.46827
chr19	2097833	48.296424
chr19	2097987	67.984255
chr19	2098016	72.066901
chr19	2099251	72.066901
chr19	2099363	72.066901
chr19	2099821	0.416208
chr19	2100347	0.348082
chr19	2103187	0.34809700000000005
chr19	2103942	0.348225
chr19	2103963	0.348529
chr19	2106334	0.348849
chr19	2106697	0.34866
chr19	2109020	0.402493
chr19	2109158	0.459135
chr19	2109668	0.459051
chr19	2110020	0.349715
chr19	2110747	0.332798
chr19	2111383	0.332499
chr19	2113274	0.308534
chr19	2113519	0.283271
chr19	2115791	0.257938
chr19	2120155	0.257923
chr19	2123517	0.307117
chr19	2128055	0.336434
chr19	2135784	0.314861
chr19	2136103	0.276664
chr19	2136380	0.271821
chr19	2140010	0.272214
chr19	2140035	0.27246
chr19	2141210	0.272558
chr19	2141351	0.272664
chr19	2144430	0.272851
chr19	2145006	0.272832
chr19	2149695	0.27282
chr19	2160400	0.099068
chr19	2160530	0.02949
chr19	2166995	0.025901999999999998
chr19	2168613	0.021808
chr19	2168918	0.018453
chr19	2169068	0.015825
chr19	2169122	0.013207
chr19	2170206	0.012018
chr19	2170869	0.012017000000000002
chr19	2170955	0.01121
chr19	2171491	0.010879
chr19	2173081	0.010879
chr19	2173137	0.011049
chr19	2175892	0.031
chr19	2176404	0.075449
chr19	2176587	0.10757700000000002
chr19	2176610	0.138831
chr19	2177194	0.081079
chr19	2179948	0.092593
chr19	2180516	0.10745
chr19	2181608	0.573952
chr19	2183001	0.303317
chr19	2183176	0.15716
chr19	2183463	0.169097
chr19	2184006	0.160011
chr19	2186238	0.159395
chr19	2188936	0.16047
chr19	2190775	0.225846
chr19	2194897	0.231323
chr19	2195800	0.246393
chr19	2196784	0.300161
chr19	2196964	0.3504320000000001
chr19	2197735	0.44405
chr19	2198241	0.488203
chr19	2198846	0.441104
chr19	2199352	0.32351
