Chromosome	Position(bp)	Rate(cM/Mb)
chr13	19038122	0.256557
chr13	19038211	0.256548
chr13	19039718	0.25717
chr13	19040143	0.25736
chr13	19040531	0.261579
chr13	19040773	0.262897
chr13	19040830	0.30499099999999996
chr13	19040942	0.365715
chr13	19041542	0.612501
chr13	19042040	0.63781
chr13	19042081	1.310804
chr13	19042746	1.374272
chr13	19043193	1.384102
chr13	19043629	1.386037
chr13	19043939	1.384221
chr13	19044164	2.091443
chr13	19044644	1.178987
chr13	19045249	1.023235
chr13	19045723	0.789262
chr13	19046485	0.657981
chr13	19046846	0.657863
chr13	19046933	0.609015
chr13	19047528	0.609107
chr13	19048003	0.602244
chr13	19048269	0.642203
chr13	19048486	0.7976
chr13	19049363	0.797352
chr13	19049525	0.826692
chr13	19049573	0.867025
chr13	19051129	0.853117
chr13	19051200	0.8383109999999999
chr13	19051230	0.813642
chr13	19051493	0.80819
chr13	19051553	0.802979
chr13	19052394	0.837369
chr13	19052535	0.837347
chr13	19052678	0.85078
chr13	19052788	0.860722
chr13	19052919	0.86377
chr13	19052952	0.868678
chr13	19053349	0.886227
chr13	19053638	6.122549000000001
chr13	19054000	2.034658
chr13	19054286	2.064179
chr13	19054867	2.103144
chr13	19055606	1.182187
chr13	19056016	0.704244
chr13	19057004	0.669033
chr13	19057017	0.632471
chr13	19057038	0.599787
chr13	19057140	0.569165
chr13	19057328	0.5436740000000001
chr13	19057451	0.52646
chr13	19057488	0.514786
chr13	19057661	0.514606
chr13	19058753	0.514753
chr13	19058967	0.56161
chr13	19059075	0.614069
chr13	19059426	0.694587
chr13	19059767	0.800974
chr13	19059780	1.164212
chr13	19059831	9.597335
chr13	19059937	1.116194
chr13	19060264	1.070337
chr13	19060465	1.036631
chr13	19060654	1.034541
chr13	19060677	1.034281
chr13	19060750	1.034288
chr13	19061199	1.031811
chr13	19062378	1.017558
chr13	19064325	1.437988
chr13	19064731	2.291165
chr13	19064938	2.272461
chr13	19064956	2.231498
chr13	19065153	1.570493
chr13	19065610	1.390069
chr13	19065674	1.380326
chr13	19066305	1.331045
chr13	19067089	1.303856
chr13	19068754	1.260271
chr13	19070232	1.266343
chr13	19070333	1.267833
chr13	19070532	1.263213
chr13	19070631	1.261979
chr13	19070787	1.346263
chr13	19071073	1.347502
chr13	19071316	5.526585
chr13	19071375	6.572112
chr13	19071497	6.852141
chr13	19071689	7.043297000000001
chr13	19071862	6.927633
chr13	19072000	6.979612
chr13	19072143	62.105077
chr13	19073374	14.895725
chr13	19073714	0.780784
chr13	19074218	0.788654
chr13	19074375	0.803007
chr13	19075120	0.815732
chr13	19076390	7.530034
chr13	19076555	3.036522
chr13	19076676	0.309496
chr13	19076993	0.264175
chr13	19077096	0.22585400000000003
chr13	19078601	0.22164399999999998
chr13	19079217	0.221644
chr13	19079391	0.228706
chr13	19081193	0.212997
chr13	19081267	0.19557
chr13	19083292	0.45570400000000005
chr13	19084562	0.394865
chr13	19084793	0.353586
chr13	19084941	0.357872
chr13	19085835	1.000208
chr13	19085978	1.662959
chr13	19086131	2.727281
chr13	19086501	2.527931
chr13	19086525	2.283516
chr13	19086562	2.112763
chr13	19086738	2.063654
chr13	19087353	2.061538
chr13	19088014	2.135992
chr13	19088417	2.340944
chr13	19089183	2.410147
chr13	19089724	2.430236
chr13	19092341	2.423096
chr13	19093919	2.419648
chr13	19094207	2.403474
chr13	19094731	2.322464
chr13	19095012	1.27074
chr13	19095585	1.266674
chr13	19096002	1.132167
chr13	19096023	0.9831859999999999
chr13	19096156	0.795217
chr13	19096186	0.654886
chr13	19096199	0.451198
chr13	19098762	0.451257
chr13	19099262	1.192215
chr13	19099310	2.078509
chr13	19099841	2.709066
chr13	19100173	0.871687
chr13	19100461	0.372544
chr13	19100648	0.065463
chr13	19101086	0.148724
chr13	19101184	1.063614
chr13	19101396	0.532244
chr13	19101872	0.019395
chr13	19102041	0.004207
chr13	19102330	0.004207
chr13	19103167	0.004207
chr13	19103281	0.004207
chr13	19103618	0.004207
chr13	19103668	0.004209
chr13	19109832	0.004273
chr13	19109913	0.004338
chr13	19110251	0.004381
chr13	19111383	0.004381
chr13	19111673	0.004407
chr13	19111698	0.004407
chr13	19113562	0.008271
chr13	19113674	0.012367999999999999
chr13	19113859	0.018867
chr13	19114749	6.113465
chr13	19114902	0.10422
chr13	19115936	0.087029
chr13	19116162	0.9937650000000001
chr13	19116696	1.457153
chr13	19117247	2.491368
chr13	19121256	0.7342250000000001
chr13	19121269	0.533821
chr13	19122154	0.646971
chr13	19122175	0.647001
chr13	19122435	0.140909
chr13	19122773	0.099138
chr13	19125156	0.099851
chr13	19125919	0.125916
chr13	19126112	0.781842
chr13	19126643	0.223905
chr13	19126782	0.143126
chr13	19126885	0.105014
chr13	19127363	0.106285
chr13	19127878	0.107288
chr13	19128439	0.108929
chr13	19128546	0.108506
chr13	19128775	0.10917
chr13	19128784	0.10949
chr13	19129417	0.112555
chr13	19129517	0.115615
chr13	19129686	0.12033299999999998
chr13	19131103	0.173952
chr13	19131134	0.21953699999999998
chr13	19132834	0.223302
chr13	19133714	0.77008
chr13	19134258	0.268247
chr13	19134276	0.268332
chr13	19139959	0.9449679999999999
chr13	19139971	1.6532
chr13	19140111	1.6123510000000003
chr13	19140216	0.432943
chr13	19140436	0.440832
chr13	19140577	0.32426200000000005
chr13	19141405	0.332534
chr13	19141746	0.349865
chr13	19142447	0.37290999999999996
chr13	19145282	0.37291
chr13	19145475	0.21428
chr13	19147640	0.224585
chr13	19148308	0.252893
chr13	19148661	0.7957
chr13	19149371	0.983136
chr13	19150079	0.983872
chr13	19150489	1.028799
chr13	19154165	1.030857
chr13	19154928	1.183874
chr13	19155620	1.364907
chr13	19155700	1.366621
chr13	19155953	1.352649
chr13	19156367	1.5417169999999998
chr13	19156412	1.7533400000000001
chr13	19157784	1.791803
chr13	19157792	1.833988
chr13	19157877	1.892684
chr13	19157909	1.892721
chr13	19158201	2.153457
chr13	19159252	5.664884
chr13	19159709	5.684834
chr13	19160312	5.684834
chr13	19160520	5.750209
chr13	19160582	5.874340999999999
chr13	19160695	6.035396
chr13	19160737	6.369821000000001
chr13	19160913	4.531378
chr13	19161545	3.5363450000000003
chr13	19161751	3.111963
chr13	19162068	0.427584
chr13	19163240	0.42969
chr13	19164037	0.4321
chr13	19164306	0.433261
chr13	19164856	0.54314
chr13	19164921	1.603776
chr13	19165025	1.603515
chr13	19165529	0.429376
chr13	19167338	0.42560699999999996
chr13	19167755	0.433574
chr13	19168181	0.365324
chr13	19168687	0.066421
chr13	19169720	0.066246
chr13	19169856	0.24027199999999999
chr13	19169928	0.240208
chr13	19169930	0.387927
chr13	19169977	0.55189
chr13	19169993	0.551885
chr13	19170007	0.551925
chr13	19170708	1.950382
chr13	19170744	2.825066
chr13	19170797	2.848936
chr13	19170956	0.155373
chr13	19171001	0.237034
chr13	19171111	0.395197
chr13	19171763	0.395189
chr13	19171887	0.413464
chr13	19172052	0.413446
chr13	19172191	0.41400000000000003
chr13	19172375	0.41400200000000004
chr13	19172470	0.410474
chr13	19172660	0.40178400000000003
chr13	19173029	0.4017839999999999
chr13	19173235	0.401784
chr13	19173312	0.401784
chr13	19173436	0.401785
chr13	19173538	0.377907
chr13	19173610	0.377907
chr13	19173750	0.377898
chr13	19173851	0.37789799999999996
chr13	19174569	0.071264
chr13	19174623	0.071264
chr13	19176824	0.071269
chr13	19177792	0.071444
chr13	19177833	0.0718
chr13	19178151	0.071811
chr13	19178435	0.071811
chr13	19178593	0.071811
chr13	19178700	0.071839
chr13	19179091	0.072162
chr13	19179170	0.073818
chr13	19179298	1.032489
chr13	19179590	4.358487
chr13	19180335	7.486207
chr13	19181472	3.745987
chr13	19181586	1.606113
chr13	19181886	1.5532130000000002
chr13	19181898	1.433226
chr13	19181911	1.290851
chr13	19181923	1.126899
chr13	19181935	0.997857
chr13	19182051	0.648837
chr13	19182099	0.414654
chr13	19183389	0.366846
chr13	19183815	0.326036
chr13	19183894	0.292648
chr13	19184375	0.289668
chr13	19184659	0.289807
chr13	19184771	0.290359
chr13	19185507	0.304121
chr13	19186979	0.304536
chr13	19187063	0.375858
chr13	19187356	0.545728
chr13	19193170	0.545754
chr13	19193378	0.527304
chr13	19194994	0.519271
chr13	19196081	0.4388
chr13	19197188	0.355144
chr13	19197395	0.183351
chr13	19199239	0.18196
chr13	19199374	0.175486
chr13	19199495	0.175486
chr13	19200708	0.175471
chr13	19200865	0.17632
chr13	19202175	0.212005
chr13	19202747	0.305153
chr13	19205642	0.305207
chr13	19206555	0.304911
chr13	19207605	0.304897
chr13	19207785	0.304301
chr13	19210773	0.226439
chr13	19211268	0.185415
chr13	19211294	0.132309
chr13	19212180	0.078067
chr13	19219789	0.096816
chr13	19220416	0.122244
chr13	19222342	0.12421999999999998
chr13	19222590	0.124418
chr13	19222769	0.128506
chr13	19223330	0.131415
chr13	19224392	0.079525
chr13	19234146	0.084136
chr13	19235249	0.530442
chr13	19235263	0.926998
chr13	19235492	1.6294069999999998
chr13	19235495	2.324098
chr13	19240107	0.0030430000000000006
chr13	19240772	0.0025980000000000005
chr13	19243979	0.002555
chr13	19244296	0.002555
chr13	19245991	0.002544
chr13	19249319	0.002544
chr13	19250874	0.002546
chr13	19251214	0.002546
chr13	19257193	0.002546
chr13	19258608	0.002546
chr13	19259596	0.002555
chr13	19260479	0.002655
chr13	19261573	0.321942
chr13	19263792	0.018369
chr13	19265464	0.010012
chr13	19265534	0.002883
chr13	19267112	0.002883
chr13	19268392	0.002883
chr13	19268712	0.002883
chr13	19268780	0.0028840000000000003
chr13	19268871	0.002884
chr13	19268995	0.002884
chr13	19269290	0.002884
chr13	19269365	0.002907
chr13	19269694	0.002927
chr13	19270481	0.0033849999999999996
chr13	19270571	0.003916
chr13	19270887	0.004809
chr13	19270997	0.006347
chr13	19271006	0.008169
chr13	19271191	0.010745
chr13	19271877	0.010744999999999998
chr13	19272314	0.016804
chr13	19272562	0.027668
chr13	19279187	0.840186
chr13	19279234	4.996348
chr13	19279435	0.032564
chr13	19279665	0.029843
chr13	19280308	0.029793
chr13	19280358	0.029793
chr13	19280400	0.029413000000000005
chr13	19281765	0.02949
chr13	19282828	0.029593
chr13	19283235	0.508096
chr13	19283770	0.508604
chr13	19284012	0.509266
chr13	19284241	0.11855099999999999
chr13	19284270	0.032513
chr13	19284432	0.035534
chr13	19285229	0.072082
chr13	19285296	0.109217
chr13	19285530	0.16181
chr13	19287763	0.017985
chr13	19289521	0.007858
chr13	19290058	0.016264
chr13	19291162	0.13305
chr13	19294443	0.074395
chr13	19294525	0.02052
chr13	19295374	0.007383
chr13	19296404	0.007058000000000001
chr13	19296728	0.007058
chr13	19297730	1.380818
chr13	19297903	1.380817
chr13	19298264	0.008729
chr13	19298461	0.005866
chr13	19298515	0.005867
chr13	19298664	0.005866
chr13	19299319	0.005866
chr13	19299402	0.005853
chr13	19299475	0.0058530000000000006
chr13	19300191	0.005853
chr13	19300505	0.00587
chr13	19300946	0.00587
chr13	19300981	0.006015
chr13	19301029	0.006307
chr13	19301342	0.008144
chr13	19301640	0.137109
chr13	19301824	0.4641910000000001
chr13	19302660	0.103635
chr13	19303210	0.004462
chr13	19303753	0.003896
chr13	19304185	0.003875
chr13	19304377	0.003864
chr13	19304750	0.0037809999999999996
chr13	19304819	0.003755
chr13	19305283	0.003752
chr13	19305597	0.0037520000000000006
chr13	19306182	0.0037520000000000006
chr13	19306765	0.003752
chr13	19306836	0.003752
chr13	19306957	0.003752
chr13	19306995	0.003747
chr13	19307123	0.003747
chr13	19308357	0.003747
chr13	19309022	0.003747
chr13	19309532	0.015303
chr13	19311450	10.523121
chr13	19311673	0.023885
chr13	19311792	0.023809
chr13	19311811	0.03747
chr13	19312305	0.323172
chr13	19313635	0.032866
chr13	19314021	0.007814
chr13	19314326	0.007813
chr13	19314601	0.007065
chr13	19315380	0.006817
chr13	19315857	0.006637
chr13	19316758	0.006633
chr13	19319249	0.006593
chr13	19319513	3.083901
chr13	19319901	2.093778
chr13	19320023	0.210448
chr13	19320065	0.012535000000000001
chr13	19320414	0.009154
chr13	19320446	0.008326
chr13	19320893	0.008292
chr13	19320910	0.011778
chr13	19320998	0.017466
chr13	19321165	0.029638
chr13	19321200	0.043376
chr13	19321244	0.061102
chr13	19321484	0.097557
chr13	19323267	0.06695
chr13	19326137	0.073212
chr13	19326659	0.177017
chr13	19326766	0.197898
chr13	19327315	0.346632
chr13	19327638	0.346632
chr13	19327910	0.24632500000000002
chr13	19328625	0.279208
chr13	19329019	0.15631
chr13	19329440	0.109519
chr13	19329807	0.096057
chr13	19329951	0.073373
chr13	19331250	0.039438
chr13	19331516	0.037833
chr13	19331933	0.037623
chr13	19332050	0.03757
chr13	19332282	0.089989
chr13	19332515	0.206477
chr13	19332590	0.308285
chr13	19333731	0.308281
chr13	19334054	0.308279
chr13	19334635	0.20539100000000002
chr13	19334727	0.115796
chr13	19334959	0.118591
chr13	19335117	0.063915
chr13	19335608	0.410057
chr13	19335625	0.939363
chr13	19336128	0.018004
chr13	19336471	0.017893
chr13	19337301	0.017896
chr13	19337497	0.017716
chr13	19337498	0.01771501696832579
chr13	19338382	0.018114212023985905
chr13	19338399	0.018513407079646018
chr13	19338738	0.017676
chr13	19338906	0.017676
chr13	19339130	0.017998
chr13	19339201	0.017998
chr13	19339906	0.018478
chr13	19339916	0.018468
chr13	19340847	0.018494
chr13	19341252	0.025294
chr13	19341964	2.558683
chr13	19342764	0.431498
chr13	19342949	0.297773
chr13	19343248	0.23551100000000003
chr13	19345980	0.23551999999999998
chr13	19346378	0.235616
chr13	19348988	0.23549199999999998
chr13	19349013	0.23747300000000002
chr13	19349417	0.239545
chr13	19349469	0.241526
chr13	19349981	0.24805
chr13	19350665	0.25939
chr13	19351661	1.5995
chr13	19351798	2.118157
chr13	19351844	2.973181
chr13	19352145	2.964893
chr13	19352405	2.958797
chr13	19352504	2.730985
chr13	19352827	0.7283
chr13	19353122	0.338797
chr13	19353323	0.259311
chr13	19354111	0.258448
chr13	19354470	0.258345
chr13	19355311	0.258513
chr13	19357546	0.259913
chr13	19358398	0.261255
chr13	19358791	0.262537
chr13	19359232	0.26341
chr13	19366574	0.271118
chr13	19366648	0.281136
chr13	19368356	0.816923
chr13	19369630	1.338839
chr13	19369752	1.360141
chr13	19369786	1.385307
chr13	19370087	1.382262
chr13	19371051	0.3954869999999999
chr13	19371488	0.134282
chr13	19373997	0.134372
chr13	19374280	0.134898
chr13	19375721	0.152521
chr13	19376406	0.170677
chr13	19376463	0.192995
chr13	19377021	1.6593890000000002
chr13	19377337	0.514403
chr13	19377844	0.513344
chr13	19377940	0.505943
chr13	19378819	0.833224
chr13	19379781	0.850785
chr13	19383708	0.819653
chr13	19384050	4.071374
chr13	19384185	0.48542
chr13	19387200	0.485502
chr13	19387525	0.434371
chr13	19387905	0.409138
chr13	19388164	0.397575
chr13	19389134	0.39565000000000006
chr13	19389783	0.39602199999999993
chr13	19390579	0.397804
chr13	19390660	0.399877
chr13	19390942	0.407147
chr13	19391991	0.920894
chr13	19392724	0.9233439999999999
chr13	19393558	19.567647
chr13	19394916	3.343723
chr13	19395323	1.093011
chr13	19395398	1.04622
chr13	19395882	1.046182
chr13	19396030	1.046223
chr13	19396051	1.045087
chr13	19396082	1.045097
chr13	19396278	1.045112
chr13	19396433	1.045069
chr13	19396820	1.044955
chr13	19397129	1.044951
chr13	19397763	1.054029
chr13	19398093	1.075211
chr13	19398837	0.481088
chr13	19399215	0.639672
chr13	19399268	0.889684
chr13	19399309	0.896722
chr13	19399540	1.003204
chr13	19399740	0.927841
chr13	19399929	0.9272120000000001
chr13	19400109	0.933195
chr13	19400356	0.739302
chr13	19400371	0.532556
chr13	19400533	0.173554
chr13	19401756	0.173455
chr13	19402282	0.173662
chr13	19402848	0.173882
chr13	19403897	0.172831
chr13	19404631	0.172885
chr13	19405988	0.173952
chr13	19406158	0.175235
chr13	19407010	0.175249
chr13	19408022	0.174507
chr13	19408821	0.275267
chr13	19409287	0.477548
chr13	19411023	0.488795
chr13	19411465	0.507328
chr13	19412042	0.566092
chr13	19412332	0.633095
chr13	19413398	0.647477
chr13	19414162	0.702589
chr13	19415790	0.672089
chr13	19415801	0.634217
chr13	19417025	0.477161
chr13	19418790	0.315899
chr13	19421412	0.308795
chr13	19425508	0.427713
chr13	19425874	1.243704
chr13	19426490	1.250005
chr13	19426562	1.25558
chr13	19428889	0.36283200000000004
chr13	19430622	0.171895
chr13	19431471	0.16506499999999996
chr13	19434707	0.160393
chr13	19446472	0.157278
chr13	19448876	0.166348
chr13	19450509	0.16656400000000002
chr13	19454220	0.170239
chr13	19456764	0.19271999999999997
chr13	19459816	0.493824
chr13	19459937	0.528816
chr13	19462316	0.21820699999999998
chr13	19464755	0.222145
chr13	19465149	0.23104199999999997
chr13	19466564	0.205703
chr13	19467017	0.182429
