Chromosome	Position(bp)	Rate(cM/Mb)
chr18	242494	0.048054
chr18	244125	0.048072
chr18	247834	0.04811499999999999
chr18	248254	0.048063
chr18	248279	0.048133999999999996
chr18	249939	0.0483
chr18	250047	0.048488
chr18	250058	0.048631
chr18	250539	0.048811999999999994
chr18	250589	0.049052
chr18	252038	0.054726
chr18	252559	0.054672
chr18	252795	0.054672
chr18	255552	0.048073
chr18	258284	0.04786
chr18	260403	0.04785999999999999
chr18	260504	0.047721
chr18	261903	0.048502
chr18	263718	0.048937
chr18	264012	0.048911
chr18	264431	0.048915
chr18	264954	0.04898
chr18	266848	0.130674
chr18	267262	0.604781
chr18	268917	0.330781
chr18	268992	0.243631
chr18	269728	0.241896
chr18	269736	0.241877
chr18	269980	0.241863
chr18	271335	0.242041
chr18	272535	0.543459
chr18	273216	0.718143
chr18	274753	0.734592
chr18	276848	0.514501
chr18	277076	0.421947
chr18	277265	0.365381
chr18	277763	0.296835
chr18	278796	0.292483
chr18	279300	0.290931
chr18	280039	0.291013
chr18	280235	0.291552
chr18	280443	0.292243
chr18	280798	0.295759
chr18	281423	0.307862
chr18	282249	1.231722
chr18	282978	0.8519300000000001
chr18	283309	0.484696
chr18	284947	0.482601
chr18	285953	0.501012
chr18	286176	0.550023
chr18	286372	0.973977
chr18	286475	1.627012
chr18	286679	1.674928
chr18	286971	1.682364
chr18	287080	1.68414
chr18	287252	1.6837430000000002
chr18	287648	1.683754
chr18	287705	1.680401
chr18	288689	1.675649
chr18	289153	1.639159
chr18	289209	1.639198
chr18	289210	1.639277
chr18	293384	4.838295
chr18	293519	5.476198
chr18	294021	6.37182
chr18	294495	6.317482
chr18	294745	6.28422
chr18	295046	6.282685
chr18	295191	6.188855
chr18	295246	6.030022
chr18	296341	0.961265
chr18	297712	0.846765
chr18	297805	0.591274
chr18	298553	0.494566
chr18	298620	0.402081
chr18	298672	0.382642
chr18	302224	0.377034
chr18	303389	0.375384
chr18	303811	0.374742
chr18	304139	0.374894
chr18	304180	0.375161
chr18	304557	0.375759
chr18	306450	0.38378
chr18	307022	0.40901800000000005
chr18	307648	0.458
chr18	307769	0.457543
chr18	312577	2.393768
chr18	312644	2.640649
chr18	315138	2.641545
chr18	316558	11.362024
chr18	317376	11.385458
chr18	319176	6.504526
chr18	319446	4.0024
chr18	322183	4.073191
chr18	322522	4.407273
chr18	327641	4.410518
chr18	327829	4.721565
chr18	330655	5.899076999999999
chr18	331506	8.727262
chr18	331827	9.167698
chr18	332469	9.155548
chr18	332483	9.259445
chr18	332528	9.332564
chr18	332961	9.332564
chr18	333739	9.367916
chr18	333758	9.367329
chr18	334742	9.405171
chr18	334758	9.436924
chr18	334994	9.451915
chr18	335099	9.359883
chr18	335266	9.043594
chr18	335316	8.602874
chr18	335363	8.186819
chr18	337468	8.179593
chr18	337502	8.176053
chr18	337543	6.712769
chr18	337601	5.278452
chr18	338113	3.665124
chr18	338132	2.284901
chr18	338155	1.9537660000000001
chr18	338297	1.448652
chr18	339337	2.590248
chr18	339386	3.829509
chr18	339519	6.097885
chr18	339594	7.26469
chr18	339727	6.439006
chr18	339756	4.106336
chr18	339994	2.031138
chr18	340373	1.421867
chr18	340507	1.041841
chr18	340963	1.013926
chr18	340992	0.988331
chr18	341085	0.974248
chr18	341466	0.9690839999999998
chr18	342424	2.130212
chr18	342971	2.142648
chr18	343238	2.125732
chr18	343982	1.766518
chr18	344007	1.500322
chr18	344459	0.329229
chr18	345142	0.325653
chr18	346821	0.642701
chr18	347808	0.642752
chr18	348265	1.008524
chr18	348598	2.7877570000000005
chr18	348694	2.788806
chr18	348699	2.789726
chr18	348764	2.790981
chr18	349426	83.867381
chr18	349989	83.867381
chr18	351004	83.867381
chr18	351114	1.6823280000000003
chr18	351460	1.547486
chr18	352074	1.536056
chr18	352577	1.511011
chr18	353288	1.509916
chr18	354165	1.516316
chr18	354264	1.5125289999999998
chr18	354439	1.479854
chr18	354542	1.4146169999999998
chr18	355410	2.100597
chr18	355568	2.774887
chr18	355944	2.8647
chr18	356095	2.89432
chr18	356337	2.89212
chr18	356374	2.889803
chr18	357247	2.883784
chr18	357570	2.87853
chr18	358187	2.995244
chr18	358226	3.133353
chr18	359079	3.221415
chr18	359141	3.26392
chr18	359196	3.307586
chr18	359884	3.350439
chr18	360161	3.3387400000000005
chr18	360971	3.399392
chr18	361437	3.8370609999999994
chr18	361710	3.789223
chr18	362116	4.496387
chr18	362173	4.666686
chr18	362199	4.850617999999999
chr18	362623	4.747843
chr18	362857	4.623936
chr18	363254	4.573644
chr18	364326	5.082747
chr18	364942	8.20685
chr18	365758	8.8369
chr18	365815	12.566885
chr18	365930	12.804448
chr18	366043	12.822924
chr18	367725	12.825299
chr18	368115	12.825673
chr18	369148	12.814830999999998
chr18	369955	12.798438999999998
chr18	370338	12.796611
chr18	370543	12.294788
chr18	371281	8.971342
chr18	371902	9.189363
chr18	371976	9.950979
chr18	372041	11.901974
chr18	372837	11.956828
chr18	373503	11.935118
chr18	373670	11.869094
chr18	374047	9.813348
chr18	374109	3.843893
chr18	374117	2.47369
chr18	375021	2.364982
chr18	375289	2.273291
chr18	375841	2.308507
chr18	376191	2.362991
chr18	376543	2.404713
chr18	376602	2.445433
chr18	376626	2.446071
chr18	377075	2.446222
chr18	377384	2.145458
chr18	377746	1.694702
chr18	377818	1.138094
chr18	379644	1.129736
chr18	379749	1.125796
chr18	379855	1.116705
chr18	380325	1.078049
chr18	380831	1.01864
chr18	380945	0.9691900000000001
chr18	381704	0.980057
chr18	381832	1.176925
chr18	381997	1.203521
chr18	382088	1.006261
chr18	382268	0.845263
chr18	382565	0.698082
chr18	383336	0.571982
chr18	384797	0.575227
chr18	385140	0.587659
chr18	385735	0.619802
chr18	385908	0.654215
chr18	386203	0.695507
chr18	387004	0.713315
chr18	387120	0.713405
chr18	387431	0.718124
chr18	387700	0.71869
chr18	387970	0.718949
chr18	388110	0.71995
chr18	389081	0.7217
chr18	390334	0.72485
chr18	390905	0.729261
chr18	391376	0.731751
chr18	392544	0.742475
chr18	392795	0.786378
chr18	393649	0.947397
chr18	393753	1.3382809999999998
chr18	394141	2.241782
chr18	394366	15.49293
chr18	394762	15.50023
chr18	394946	15.512102
chr18	395016	15.511672
chr18	395394	15.510403
chr18	395650	15.492106
chr18	395661	15.492105999999998
chr18	395885	14.593511
chr18	396461	13.522837
chr18	397177	0.983836
chr18	398147	1.027931
chr18	398803	1.174684
chr18	398917	1.333074
chr18	398985	1.282001
chr18	399163	0.872973
chr18	399245	0.9277989999999999
chr18	399345	0.875212
chr18	400706	0.751043
chr18	400739	0.640113
chr18	400749	0.570824
chr18	400766	0.459144
chr18	401069	0.327166
chr18	401573	0.297518
chr18	401660	0.276021
chr18	401869	0.264147
chr18	401933	0.253495
chr18	403777	0.253342
chr18	403892	0.252956
chr18	403968	0.25252
chr18	404000	0.252175
chr18	407041	0.294931
chr18	407132	0.341535
chr18	407958	0.388811
chr18	410368	0.388811
chr18	410938	0.395264
chr18	412122	0.39525899999999997
chr18	415105	0.43805
chr18	415401	0.492545
chr18	416138	0.499996
chr18	417542	1.484904
chr18	417559	2.632857
chr18	418015	2.474783
chr18	418106	1.820993
chr18	418996	1.787085
chr18	419599	1.109932
chr18	420105	0.695163
chr18	420806	0.740333
chr18	421229	1.038152
chr18	421278	1.191289
chr18	421334	1.212687
chr18	421412	1.220155
chr18	421524	1.218359
chr18	421579	1.181406
chr18	421650	1.110643
chr18	421654	1.047972
chr18	422163	0.912697
chr18	422504	0.774704
chr18	422523	0.631179
chr18	424115	2.804181
chr18	424468	2.891058
chr18	424745	0.653443
chr18	424867	0.597226
chr18	425492	0.742636
chr18	426016	0.8696879999999999
chr18	426312	0.867123
chr18	426365	1.294434
chr18	426372	1.9649980000000002
chr18	426396	1.919712
chr18	426525	0.794209
chr18	427306	0.193232
chr18	427407	0.180967
chr18	427408	0.166062
chr18	428535	0.166017
chr18	428607	0.166371
chr18	428941	0.166789
chr18	429054	0.166807
chr18	429355	0.167985
chr18	429689	0.169666
chr18	430486	0.219934
chr18	430555	0.280999
chr18	430781	0.46629400000000004
chr18	430954	0.884078
chr18	432080	0.974583
chr18	432940	0.962317
chr18	433431	0.9586870000000001
chr18	433993	1.233486
chr18	434403	0.805149
chr18	434478	0.575688
chr18	434815	0.521692
chr18	434879	0.48229299999999997
chr18	434925	0.454283
chr18	434956	0.434213
chr18	435206	0.436525
chr18	435867	0.445876
chr18	435951	1.218355
chr18	437232	1.222125
chr18	437286	1.229854
chr18	437894	1.242591
chr18	438460	1.202192
chr18	438717	1.194652
chr18	438979	1.1658989999999998
chr18	439089	1.144821
chr18	439795	3.442848
chr18	442441	1.370596
chr18	443052	1.4788760000000003
chr18	443281	1.371622
chr18	444687	1.354846
chr18	445002	1.261059
chr18	445039	1.164399
chr18	445309	1.163785
chr18	446773	1.162327
chr18	447835	1.151769
chr18	447999	1.145627
chr18	448441	1.139984
chr18	449576	1.138378
chr18	450102	1.134957
chr18	452104	1.133605
chr18	452284	1.132146
chr18	452640	1.125947
chr18	452663	1.118538
chr18	452951	1.118124
chr18	453954	1.118097
chr18	454728	1.155227
chr18	454937	1.366013
chr18	455128	2.051867
chr18	455937	4.388481
chr18	455988	9.576847
chr18	456330	12.802493000000002
chr18	456539	12.780334999999997
chr18	456750	12.780335
chr18	457853	13.21068
chr18	457867	13.632135
chr18	457934	14.124385
chr18	458383	13.624
chr18	458505	13.159114000000002
chr18	458662	8.299972
chr18	458761	1.589522
chr18	459651	3.035613
chr18	460565	2.144966
chr18	460631	1.815727
chr18	460730	1.769136
chr18	461182	0.761606
chr18	461227	0.421489
chr18	461778	0.60279
chr18	461872	0.748378
chr18	462180	0.822708
chr18	462289	0.8864500000000001
chr18	463020	1.078213
chr18	463146	1.492741
chr18	463177	2.159594
chr18	463418	5.743367
chr18	463580	6.005355
chr18	463606	7.029367
chr18	464909	7.008157999999999
chr18	466283	6.954596
chr18	466351	6.906163
chr18	466810	6.535761
chr18	467001	6.048805
chr18	467468	6.008556
chr18	467676	4.336179
chr18	468320	1.45775
chr18	469426	1.264176
chr18	469797	1.16357
chr18	469993	1.158334
chr18	470944	0.975403
chr18	471773	0.909214
chr18	471809	0.898425
chr18	473288	0.885084
chr18	475155	0.855075
chr18	475172	0.854937
chr18	475530	0.839283
chr18	475761	0.827264
chr18	475796	0.812157
chr18	476477	0.7854490000000001
chr18	476643	0.764343
chr18	478440	0.768596
chr18	478887	0.7684260000000002
chr18	479568	0.778888
chr18	479816	0.789625
chr18	479891	0.801951
chr18	479913	0.813043
chr18	480875	0.79307
chr18	482029	0.7706269999999998
chr18	482032	0.7628780000000001
chr18	483537	0.748969
chr18	483682	0.734735
chr18	485410	0.793651
chr18	485968	0.961517
chr18	486343	1.000568
chr18	486602	1.041753
chr18	486678	1.087771
chr18	486757	1.141451
chr18	487281	1.182093
chr18	487395	1.216881
chr18	488940	1.224655
chr18	489242	1.224576
chr18	489385	1.221586
chr18	490268	1.216206
chr18	490324	1.207913
chr18	491967	10.65232
chr18	492315	13.564796
chr18	492874	20.936794
chr18	497729	10.849726
chr18	503177	7.638481999999999
chr18	503381	7.331733
chr18	505004	6.802894
chr18	505472	3.526321
chr18	511960	2.8863629999999993
chr18	513861	2.838612
chr18	516584	2.836198
chr18	516798	2.834581
chr18	518222	2.799986
chr18	523832	2.8005790000000004
chr18	523934	2.801369
chr18	524184	3.012458
chr18	525667	2.854165
chr18	525734	2.881429
chr18	526458	2.905349
chr18	526599	2.905373
chr18	527087	1.926395
chr18	527110	1.483795
chr18	527473	1.469666
chr18	528165	1.424843
chr18	529676	1.37106
chr18	530247	1.37107
chr18	530318	1.164697
chr18	530638	0.951705
chr18	532488	0.951766
chr18	532708	0.926515
chr18	533191	0.917712
chr18	533216	0.9178699999999999
chr18	533368	0.909988
chr18	533397	0.9025899999999999
chr18	534341	0.952131
chr18	535348	1.160528
chr18	542433	2.608346
chr18	544118	4.746322
chr18	544739	9.440474
chr18	547239	16.909047
chr18	549319	13.528137
chr18	551688	5.432734999999999
chr18	551899	4.217701
chr18	552255	1.498534
chr18	553456	1.245611
chr18	553718	1.110575
chr18	555074	1.127558
chr18	555760	1.377944
chr18	557087	2.592225
chr18	557564	5.254276999999999
chr18	563815	7.96005
chr18	565414	7.967642
chr18	565760	6.795504
chr18	566183	6.174416
chr18	566242	3.187397
chr18	566272	2.141229
chr18	566368	1.363738
chr18	566905	0.719837
chr18	567127	0.643104
chr18	567260	0.58363
chr18	568040	0.591495
chr18	568118	0.62928
chr18	568868	0.7938890000000001
chr18	569517	0.829019
chr18	570002	0.852044
chr18	570233	0.887916
chr18	570500	1.053034
chr18	570754	1.052331
chr18	570814	1.460377
chr18	570864	1.7180489999999997
chr18	570939	1.633287
chr18	573765	1.507651
chr18	578218	1.512153
chr18	579716	5.563653
chr18	581446	2.494121
chr18	582838	1.177642
chr18	585386	1.052092
chr18	587290	0.948198
chr18	590003	0.9880709999999999
chr18	592616	0.98462
chr18	594262	5.693649
chr18	596742	5.682794
chr18	597751	4.054401
chr18	597950	1.6443129999999997
chr18	598416	1.391103
chr18	602081	1.176934
chr18	603438	1.041124
chr18	603600	0.943207
chr18	603871	0.860929
chr18	604818	0.854642
chr18	605312	0.851577
chr18	605530	0.850844
chr18	606115	0.854503
chr18	606495	0.853432
chr18	608018	0.8956759999999999
chr18	608179	1.015633
chr18	608312	27.890736
chr18	608342	27.963081
chr18	608468	36.377095
chr18	608480	44.214429
chr18	609954	44.214429
chr18	610157	44.214429
chr18	610199	44.214429
chr18	610273	44.214429
chr18	610634	44.214429
chr18	611061	44.214429
chr18	611323	44.214429
chr18	612454	44.214429
chr18	612753	44.214429
chr18	612819	44.214428999999996
chr18	613020	44.214429
chr18	614708	43.537686
chr18	615014	27.379974
chr18	615394	5.53941
chr18	615650	4.682354
chr18	616072	4.426051
chr18	616077	4.035015
chr18	616195	4.021007
chr18	616317	4.021007
chr18	616348	4.021007
chr18	616653	4.030431
chr18	616783	4.029494
chr18	617110	4.05686
chr18	617928	4.057238
chr18	618124	5.85696
chr18	618201	10.273988
chr18	618741	11.366353
chr18	619050	15.749626
chr18	619154	20.490815
chr18	620089	20.721769
chr18	620709	20.719992
chr18	621300	20.699144
chr18	621808	16.248824
chr18	622048	16.090949
chr18	622494	16.073668
chr18	623784	16.0663
chr18	624631	16.072336
chr18	624783	16.072277
chr18	624824	16.070028
chr18	625145	16.074383
chr18	625820	16.093579
chr18	627629	17.791503
chr18	628487	18.237573
chr18	628980	21.128102
chr18	629035	22.197737
chr18	629239	22.197737
chr18	631211	5.784492
chr18	631314	5.712867
chr18	631332	5.689688
chr18	631348	5.639951
chr18	631398	5.641911
chr18	631435	4.309833
chr18	631526	4.261715
chr18	631994	4.278666
chr18	632239	4.296197
chr18	632651	4.370139
chr18	634559	4.29032
chr18	635288	11.001109
chr18	635432	10.995996
chr18	637424	11.080499
chr18	637631	12.065757999999999
chr18	641024	4.153975
chr18	644527	3.988037
chr18	649311	4.114742
chr18	650968	4.268739
chr18	659236	2.846199
chr18	660383	1.494946
chr18	661005	0.21597
chr18	661647	0.149053
chr18	662103	0.145083
chr18	662135	0.141734
chr18	662247	0.141734
chr18	662370	0.135855
chr18	662463	0.130507
chr18	666371	0.487085
chr18	668258	0.327615
chr18	668300	0.200932
chr18	668376	0.143997
chr18	668650	0.157989
chr18	670414	0.223104
chr18	672363	0.221221
chr18	673016	0.224828
chr18	673995	0.23031799999999997
chr18	674320	0.269648
chr18	674440	0.316645
chr18	675000	1.09371
chr18	675307	1.433004
chr18	675774	1.087176
chr18	675787	1.5965910000000003
chr18	675903	2.912783
chr18	676008	2.738812
chr18	676228	0.8016290000000001
chr18	676331	0.790546
chr18	676473	0.782021
chr18	676490	0.772994
chr18	676789	0.774205
chr18	677214	0.485313
chr18	677240	0.302217
chr18	677302	0.240586
chr18	677621	0.240625
chr18	677931	0.240451
chr18	678847	0.241017
chr18	678947	0.249584
chr18	679637	0.512779
chr18	680380	0.45268
chr18	680520	0.386015
chr18	680838	0.292643
chr18	681724	0.29287
chr18	681962	0.293386
chr18	682399	0.297378
chr18	683116	0.398507
chr18	683607	1.155403
chr18	683861	1.770289
chr18	684766	0.4149749999999999
chr18	685447	0.411372
chr18	685574	0.40876100000000004
chr18	686370	0.424142
chr18	686662	0.478856
chr18	686782	0.518545
chr18	687119	0.663549
chr18	687270	0.918616
chr18	690810	0.308352
chr18	691266	0.22793
chr18	692282	0.562773
chr18	692808	0.6188749999999998
chr18	693269	1.226168
chr18	693285	1.811455
chr18	693767	0.441636
chr18	693828	0.297402
chr18	693977	0.290216
chr18	694206	0.284989
chr18	694538	0.284973
chr18	694678	0.283559
chr18	695030	0.281892
chr18	695367	0.276927
chr18	696533	0.30178
chr18	696645	0.381521
chr18	696703	0.528211
chr18	696748	0.720607
chr18	698312	1.047805
chr18	699120	0.446703
chr18	703442	0.822932
chr18	704430	0.886243
chr18	705598	0.813071
chr18	705695	0.7614739999999999
chr18	706047	0.757209
chr18	706092	0.754347
chr18	706589	0.75664
chr18	707511	0.913926
chr18	709202	0.8969560000000001
chr18	712037	0.272855
chr18	716739	0.271942
chr18	717229	0.175791
chr18	722118	0.17541
chr18	722402	0.175241
chr18	724612	0.17528200000000002
chr18	727654	0.176341
chr18	728938	0.1781
chr18	730855	0.177653
chr18	731442	0.483654
chr18	731456	0.772659
chr18	732017	1.404385
chr18	732476	0.704102
chr18	732812	0.697468
chr18	733474	0.092806
chr18	734122	0.061919
chr18	737083	0.061889
chr18	737535	0.061895
chr18	740876	0.062657
chr18	742858	0.06349
chr18	743226	2.730524
chr18	743436	0.075837
chr18	744114	0.062244
chr18	745322	0.062243999999999994
chr18	745884	0.062379
chr18	746282	0.062465
chr18	746779	0.063139
chr18	746846	0.063654
chr18	747825	0.064796
chr18	750937	0.130766
chr18	758443	0.486317
chr18	761354	0.65618
chr18	761890	0.658985519980144
chr18	765919	0.125873
chr18	767209	0.12487599999999999
chr18	768239	0.125916
chr18	770395	0.158375
chr18	771046	0.558567
chr18	771286	1.167082
chr18	771861	0.387275
chr18	773091	0.116624
chr18	774498	0.08780899999999998
chr18	774904	0.072366
chr18	775500	0.061056
chr18	776018	0.057377000000000004
chr18	778383	0.057376
chr18	778883	0.057396
chr18	779236	0.057396
chr18	780433	0.057396
chr18	781472	0.057395
chr18	783324	0.057435
chr18	784403	0.057605
chr18	784612	0.057769999999999995
chr18	785430	0.06140199999999999
chr18	786994	0.07626100000000001
chr18	787846	0.143714
chr18	794272	0.14369
chr18	798268	0.143702
chr18	800088	0.143811
chr18	803577	0.14756800000000003
chr18	805558	0.635354
chr18	805638	0.925958
chr18	808138	1.560976
chr18	812712	2.532388
chr18	813556	2.538523
chr18	813787	2.356001
chr18	814120	14.560621
chr18	814148	14.807647
chr18	814173	14.59605
chr18	814400	14.59605
chr18	814442	0.15488
chr18	814618	0.15312599999999998
chr18	814729	0.140952
chr18	814989	0.140093
chr18	816857	0.141382
chr18	817414	0.144078
chr18	818730	0.144802
chr18	819810	0.182182
chr18	820381	0.160565
chr18	820842	0.160774
chr18	821515	0.214879
chr18	822679	0.269214
chr18	824148	0.692822
chr18	825905	1.971831
chr18	830954	4.325539
chr18	831093	5.521647
chr18	832354	5.711532
chr18	832483	6.004698
chr18	836359	8.723546
chr18	838215	8.748066
chr18	839546	8.739929
chr18	840239	8.578721
chr18	841270	8.543513
chr18	841320	7.94685
chr18	841371	4.750719
chr18	841930	4.746217
chr18	842308	4.746217
chr18	843970	4.763366
chr18	844448	4.77547
chr18	845261	4.785824
chr18	845845	4.780933
chr18	846743	4.93988
chr18	847216	22.488032
chr18	847250	36.499153
chr18	847306	39.598029
chr18	848178	39.588445
chr18	848843	21.041345
chr18	849177	1.813838
chr18	849967	1.313701
chr18	850786	1.304421
chr18	850803	1.285002
chr18	851074	1.052013
chr18	851131	0.9089189999999999
chr18	852429	0.936129
chr18	852515	0.992698
chr18	852561	1.072139
chr18	852757	1.357816
chr18	853572	1.525274
chr18	853849	3.166379
chr18	854130	5.716041
chr18	854563	6.547013
chr18	855086	6.43058
chr18	855098	6.31921
chr18	855263	4.3142
chr18	855316	2.167158
chr18	856591	1.985795
chr18	856644	1.781127
chr18	856695	1.592684
chr18	858410	1.58376
chr18	859199	1.5920999999999998
chr18	860585	1.798465
chr18	860939	2.397169
chr18	862168	3.178031
chr18	862220	3.50546
chr18	862476	10.941073999999999
chr18	863351	11.258963
chr18	863672	11.473807
chr18	864164	11.493979999999999
chr18	865027	11.346116
chr18	865656	10.978093
chr18	866127	6.459104999999999
chr18	866137	1.930609
chr18	867144	1.622524
chr18	868286	3.073786
chr18	870480	11.163453
chr18	871037	11.622608
chr18	871267	11.709129
chr18	873474	0.030904
chr18	873988	0.026821999999999995
chr18	874002	0.024155
chr18	874144	0.024058
chr18	874644	0.024040000000000002
chr18	874811	0.024001
chr18	875215	0.023947
chr18	875273	0.023960999999999996
chr18	876031	0.525437
chr18	876095	1.711169
chr18	876568	0.013231000000000001
chr18	876958	0.013133
chr18	877011	0.013205
chr18	877154	4.506837
chr18	877261	0.011288
chr18	877771	0.011272
chr18	877798	0.011614
chr18	877817	0.011798
chr18	878005	0.011784
chr18	878239	0.011765
chr18	878410	0.8943610000000001
chr18	878801	0.894362
chr18	879073	0.01093
chr18	879185	0.01093
chr18	879852	0.01094
chr18	880013	0.010806000000000001
chr18	881638	0.010976999999999999
chr18	882509	0.054882
chr18	883066	0.901156
chr18	883837	0.054385
chr18	884687	1.127891
chr18	884743	1.127824
chr18	885054	0.0607
chr18	885506	0.05224999999999999
chr18	885712	0.051511
chr18	885731	0.050905
chr18	886467	0.052374
chr18	887770	0.068848
chr18	888038	0.087469
chr18	888055	0.10611
chr18	888132	0.12423
chr18	888379	0.138878
chr18	889065	0.141009
chr18	889158	0.144646
chr18	889904	0.280137
chr18	890043	0.8480160000000001
chr18	891311	0.26877
chr18	892309	1.028973
chr18	892466	0.254605
chr18	892846	0.254346
chr18	893204	0.254264
chr18	893521	0.254241
chr18	894241	0.253873
chr18	894561	0.253984
chr18	894890	0.264948
chr18	894964	0.278771
chr18	895115	0.321802
chr18	895412	1.018749
chr18	895511	0.923828
chr18	895554	2.017073
chr18	897562	1.839051
chr18	898923	0.764647
chr18	899458	0.844109
chr18	900331	5.841182000000001
chr18	900522	6.189744
chr18	900764	6.199901
chr18	900788	6.216649
chr18	901641	6.189769999999999
chr18	901685	6.168865
chr18	901896	6.173522999999999
chr18	902265	6.17834
chr18	902327	6.187966
chr18	902964	6.332463
chr18	904053	31.310499
chr18	907520	31.310639999999996
chr18	907709	31.31064
chr18	908827	31.31064
chr18	909668	31.31064
chr18	910634	31.310639999999996
chr18	915936	21.754926
chr18	917120	8.16641
chr18	917642	8.14601
chr18	917956	8.189751
chr18	918256	8.189751
chr18	918392	8.516488
chr18	919306	8.471735
chr18	920150	4.960191
chr18	920172	0.687822
chr18	920496	0.650285
chr18	920525	0.633539
chr18	920878	0.634143
chr18	923095	0.500033
chr18	923229	0.409672
chr18	923260	0.32758
chr18	923766	0.32278300000000004
chr18	924629	0.322235
chr18	925249	0.324995
chr18	925811	0.35228
chr18	926297	8.779941
chr18	927474	0.736993
chr18	928034	0.742691
chr18	928189	0.772526
chr18	928209	0.79175
chr18	928473	0.924266
chr18	928868	3.253187
chr18	929221	3.321141
chr18	931587	3.325545
chr18	931660	3.326369
chr18	932190	3.3283260000000006
chr18	932502	3.354648
chr18	932568	3.4037609999999994
chr18	932652	3.500848
chr18	932778	3.723382
chr18	933679	3.649464
chr18	933896	3.35225
chr18	933965	3.35225
chr18	935308	3.754171
chr18	935537	3.908986
chr18	935642	4.161202
chr18	936058	4.139682
chr18	936278	3.9546139999999994
chr18	936511	3.6205170000000004
chr18	936560	3.374264
chr18	937791	1.020367
chr18	938156	1.02093
chr18	938197	0.836473
chr18	938931	0.839081
chr18	939253	0.84362
chr18	939337	0.850384
chr18	939813	0.849975
chr18	940478	0.834372
chr18	942859	0.8430499999999999
chr18	943182	0.847191
chr18	944532	0.848356
chr18	945727	0.847658
chr18	945801	0.847302
chr18	947953	4.426166
chr18	951622	1.27117
chr18	953166	0.553174
chr18	953662	0.537269
chr18	953988	0.4786850000000001
chr18	954175	0.45738599999999996
chr18	954464	0.452186
chr18	955547	0.45052600000000004
chr18	958055	0.449174
chr18	959151	1.678921
chr18	959277	12.669432999999998
chr18	962049	12.675681
chr18	963294	11.357724
chr18	963537	9.89616
